,actor,athlete,bartender,begger,chef,clerk,clown,coal mines person,commander,construction worker,cop,countryside person,delivery person,doctor,electrician,engineer,farmer,fashion model,firefighter,fisherman,fisherwoman,ghetto person,handyman,handywoman,hillibilly,hillibilly person,janitor,journalist,laborer,lawyer,mafia,mafia person,maid,mechanic,nurse,painter,pastor,physician,pilot,plumber,police officer,poor person,poverty stricken person,professor,rich person,rockstar,rural person,scientist,soldier,sports player,teacher,tennis player,thug,trash collector,umpire,urban person,waiter,waitress,wealthy person
actor,,4.110526896055079e-10,0.03579706089068196,4.6804676405117816e-12,1.7219523128416567e-19,1.597674595337985e-22,5.401979956601884e-35,2.222142173920074e-12,6.365012064231391e-20,0.0004161778423740901,3.2379582475684595e-18,3.2379582475684595e-18,1.942431421204639e-11,2.948040080352388e-31,5.66655385108369e-16,6.34832571289657e-08,7.498226687854699e-18,2.918183740846085e-14,6.534693110780772e-06,0.3892824385084038,0.03584698863967559,1.4083075765615237e-14,1.412139249530533e-20,6.0781317633449405e-31,8.229249294574263e-07,8.572212065593377e-23,4.6804676405117816e-12,6.365012064231391e-20,3.4440639257114695e-21,5.74205856164117e-19,0.08595732065122111,1.552082735614149e-12,5.66655385108369e-16,7.498226687854699e-18,5.5116343354616864e-17,5.745314366097744e-15,1.597674595337985e-22,0.0066704656153233205,0.054499117056665485,3.4440639257114695e-21,4.9521838955261775e-34,5.891848281072536e-14,1.676335370191874e-17,5.745314366097744e-15,6.431822504772723e-11,4.110526896055079e-10,0.002198536112136054,0.0001540543098104074,0.0287091393423483,5.66655385108369e-16,3.4440639257114695e-21,4.436984249801319e-06,1.5246503907403002e-25,5.8691370496834795e-24,3.4440639257114695e-21,4.1351865637802985e-40,3.464053285832152e-05,1.5405210968605243e-18,1.7002491643878026e-29
athlete,5.10657181723579e-29,,0.020293503957151276,0.0004714422363729831,1.9235770713967277e-07,0.012848194816201246,6.790585052714588e-17,1.9235770713967277e-07,0.0008760090981757986,0.15821705900029015,1.0995220718455541e-13,2.798739994860691e-08,0.010123469503069736,6.396703540316636e-15,0.016181919099236036,4.469068779834685e-05,0.020293503957151276,3.5693649021771314e-15,1.0179255897167257e-08,0.004965161236256167,0.353843205915987,0.11567789497489865,1.059552066837806e-13,1.775797211457952e-21,0.02626706987982387,2.0777780167872494e-14,0.282051949206315,1.799731893865707e-08,3.8512729512962697e-23,0.00012539555641429394,5.684910849999927e-05,6.144207575371776e-09,2.1749762946491625e-09,5.090257185692379e-25,7.454072660835893e-08,2.6259422591078326e-27,9.828149209702205e-31,1.9235770713967277e-07,0.0004714422363729831,3.0701171348649306e-22,3.206045198308246e-16,9.877234470302212e-06,0.0006533467859927443,0.1593517020950084,4.448927688259351e-06,0.13651673282681806,0.21444296520182643,0.0015828983120601313,0.006170874615458224,2.3036231399052693e-21,4.553613758104159e-24,6.252908918100354e-06,2.0497118415300113e-28,5.090257185692379e-25,5.72408022646021e-18,2.32475347708244e-25,0.48705862393662824,3.751155202748292e-11,1.3864808048190478e-17
bartender,1.7483341099304156e-12,1.4286946680450059e-05,,3.3577275244198894e-17,1.1062691957384263e-19,0.4085952346404854,5.882832898240793e-29,0.0047870149439250154,4.576946162224306e-05,0.1856689636509368,2.047295328590165e-07,4.557821202856056e-11,0.0028030309900678244,7.846323390778622e-22,0.18584038468849318,0.11695603597894667,0.0001864786377743269,7.29496769948245e-11,4.557821202856056e-11,0.08092101046094154,0.6422754528873832,0.006370659583563082,3.1431493213901476e-13,1.049026190038294e-20,0.010155452758642006,2.3590539410602766e-12,0.003791547042484299,8.063506956616316e-07,1.6890559999549484e-16,4.4491402350148754e-06,9.631749201686096e-05,2.1307680804742273e-06,2.180920159137778e-11,1.6313628111817082e-30,6.288704768604459e-12,5.791503037289208e-24,1.9996362655555884e-19,0.0001279189336676099,2.169101389871482e-05,6.950197115680885e-27,3.6844141993774883e-16,0.00025079634286891156,3.054026976081318e-05,0.1365538077854488,6.34105987790126e-05,0.1365538077854488,0.05762078776400327,0.00036035249196213095,1.4286946680450059e-05,3.3577275244198894e-17,3.744414960708792e-22,0.04693144384222647,6.953383099300643e-26,6.5480867179263855e-25,1.155633235493395e-18,5.882832898240793e-29,0.0006458711724868878,2.962719802617895e-09,5.2088028071094455e-21
begger,1.5289144175177034e-21,0.0008593456603521339,6.176262323268467e-16,,1.1744645475003038e-11,0.6791481378708881,5.3610901512197825e-14,0.0003511540820640974,0.01620846032573072,0.01995184913959875,6.854601205727158e-20,0.0972531337502115,1.0,6.854601205727158e-20,2.076515496004488e-05,4.092457663498666e-11,0.40761244169630917,1.2885581129312434e-16,2.8462368626262355e-15,9.023368828211847e-07,0.06154301141747048,0.030903759084761402,6.4014274114994445e-09,2.1336525197416514e-18,0.13011089473952947,2.0715994722281732e-10,0.030903759084761402,5.001525256108063e-18,4.8980873666450416e-21,0.0004620703220983255,6.710407249801363e-06,0.013973986415892677,0.006191232558836513,8.581931824509218e-32,5.797695671274415e-09,2.0088506949216844e-41,9.954954929627799e-31,7.68347513121031e-17,0.0006596183219454083,9.954954929627799e-31,7.68347513121031e-17,0.012678808988257899,0.0015543801589878831,0.06803179267377711,0.06803179267377711,0.046430906880173,0.28199425991992116,0.003680294150882841,3.0406133797061687e-07,4.724102813041817e-25,2.8797663869888073e-23,0.01014750062760325,1.4011438466336743e-27,6.850918308850126e-27,9.324467634360949e-19,1.1836525257019138e-22,0.2954898831201358,0.0002477910899984661,7.539332038705925e-07
chef,0.7249642258262283,0.7912454206722972,0.0001297365172157697,0.00026792661364678593,,0.00026792661364678593,5.871321605570614e-13,2.8039564779063768e-18,3.501407415020371e-07,1.800264506656482e-07,0.7912454206722972,1.0688258344760484e-21,2.369963073947723e-12,1.5023550892699298e-09,0.0005360835695754718,0.0035403066844732507,4.4195543669624646e-05,3.922768742318817e-11,8.242469276673403e-06,0.4589878657372287,2.7356541604771895e-07,2.8039564779063768e-18,1.56055946324853e-20,3.5926927951982676e-32,1.5872277125069906e-12,1.0417515582564793e-22,0.0005360835695754718,1.4143852005430797e-12,2.3964653707134924e-10,4.261646857963028e-08,1.0,3.991798439555427e-14,4.261646857963028e-08,2.845330074789926e-21,2.229200190996025e-06,1.0070575411814193e-18,6.858280445086023e-16,0.0001297365172157697,6.572520944366405e-15,6.572520944366405e-15,9.385458590493539e-09,2.8039564779063768e-18,4.7498509026619086e-17,0.0010387673631471076,5.419533719358983e-12,0.00785994810725611,5.219736942895866e-07,2.8669104592888955e-09,0.021426171602435477,9.667513970371599e-12,6.572520944366405e-15,0.00026792661364678593,1.0070575411814193e-18,1.0030861888995699e-16,2.960212766439704e-13,4.352942957666941e-41,0.005856833231612929,1.648300612608236e-19,1.5682390657164666e-29
clerk,7.827442797398277e-39,0.001227173717542722,0.16075900841852986,0.24950028552552886,1.8538799686552342e-14,,2.6583915645986e-19,6.978485750849494e-05,0.0009482118814503244,2.775383530394533e-06,1.489053700109772e-22,0.0037592171734729006,0.08300561522155545,1.0536959315787596e-21,0.45812275957040527,5.019448724157754e-10,0.804716131201422,2.405491767055299e-09,1.1401776132328272e-12,0.001018215435912303,0.014902345279692641,0.057534917639149155,3.199236279646616e-13,3.348844275018262e-14,0.908228343952177,2.646752844324575e-12,1.0,6.915750484581977e-19,3.613819451235369e-14,4.599066112262656e-05,5.972251573056861e-05,0.0002896039817232023,1.0109357737354314e-05,3.0339745060895562e-28,4.445285104811748e-09,3.38098844470269e-35,1.5523905218135445e-31,4.3210183586836464e-15,1.0109357737354314e-05,3.2174193519258677e-27,4.1946829798965356e-17,0.000673036729105504,0.001227173717542722,0.006319927091391367,0.0037592171734729006,0.16075900841852986,0.116894004886694,3.4027308151860844e-07,0.00035902909472230126,3.2958828637693917e-21,7.209342362497522e-23,1.0109357737354314e-05,3.2174193519258677e-27,1.5523905218135445e-31,6.915750484581977e-19,7.036017577572982e-21,0.24563638337785532,3.1835172831387003e-07,3.432662625451554e-08
clown,0.011934052817730993,0.11556133090318658,1.0006186428650348e-06,0.0015460593838255389,0.0010759154031992528,0.00018013686352273125,,2.668983399672689e-37,1.216971048563465e-09,1.855492731045482e-09,0.35323861638957166,2.828200962977529e-38,5.939539633588706e-13,0.04071380544332484,2.3692853589382686e-08,1.216971048563465e-09,4.530243826798532e-11,2.3692853589382686e-08,0.051359442155436155,0.7952505423903089,0.00011297250455687184,2.322091767410333e-13,9.73225441600629e-23,9.527594143160657e-44,4.801457482429849e-08,9.346486215764124e-33,4.530243826798532e-11,1.216971048563465e-09,1.0758751965523305e-16,7.027757385885221e-09,0.15026237181282587,1.2720017929979532e-13,1.216971048563465e-09,1.6138032170596384e-15,0.0029361052116150745,5.8540462666096905e-18,1.0758751965523305e-16,3.1249767260423797e-10,7.027757385885221e-09,1.2030074530071006e-14,0.0010759154031992528,1.7455320436772256e-24,1.7455320436772256e-24,3.483593346562123e-07,1.3712042086144204e-21,1.0105057780604776e-05,5.132427312719522e-14,1.216971048563465e-09,0.0007820613598183096,4.530243826798532e-11,1.2030074530071006e-14,5.87107327551976e-05,1.1708695404238468e-12,1.2030074530071006e-14,5.8540462666096905e-18,1.9582693011329385e-56,2.484377494852072e-06,1.0062735186005251e-18,1.3891388940544566e-45
coal mines person,0.9325962689720335,0.2351492108397933,0.3521217977031936,0.05160405073313995,0.2351492108397933,0.1747261088733268,0.00012046307583667777,,0.7996974573427902,0.061472109377576654,0.08959400278823745,3.8257649329417724e-51,0.7346814583228376,0.08959400278823745,0.1747261088733268,0.08959400278823745,0.05160405073313995,0.7346814583228376,0.3966538934589199,0.405242522656014,3.617298831416165e-05,0.10795611056569751,4.215407686650622e-17,2.246620493416964e-21,2.150422020073731e-05,2.386132486185516e-07,0.1747261088733268,0.3966538934589199,0.2351492108397933,0.4977901874347115,0.12101807456076627,0.405242522656014,0.1747261088733268,0.611167358978042,0.0008895814778446277,0.1747261088733268,0.7346814583228376,0.7346814583228376,0.00012046307583667777,0.12669009366437306,0.022111755004132098,0.20446116640256662,0.0006559914336958408,0.611167358978042,0.06176858144945082,0.03423818906601603,0.3089870800781094,0.005043807456427853,0.0029118423051116117,0.7346814583228376,0.022111755004132098,0.013893863010993993,0.3966538934589199,0.022111755004132098,0.008490340585692872,4.421843163415189e-33,0.016761154134815798,0.008484681492204068,2.1920966801976583e-16
commander,6.88468499973871e-31,0.0020818984812239986,0.0003355187998636067,0.804106288625865,1.3406462138156239e-15,0.1158647010760255,4.752588242339506e-24,0.24534261826596734,,0.618717877019589,2.744720572555694e-20,4.171674417998755e-05,0.24534261826596734,1.8923180322556504e-18,0.0020818984812239986,2.8456788675687532e-08,0.03066880011820532,5.515700191204994e-09,6.2183763215621266e-15,1.680572396715499e-06,0.19930956667203176,0.9341080564232556,1.4172860314681022e-16,2.612197238433091e-15,0.48475653514315087,2.4980737301358174e-09,0.006115449425567014,2.628038072369044e-15,1.0816291573200258e-18,0.007735312941344678,4.638538342664397e-07,0.0021868386493286013,1.9357806200863103e-11,2.109562050804279e-33,1.1626642114171593e-09,1.7121992888990846e-39,2.109562050804279e-33,1.8923180322556504e-18,0.0004576121896713784,2.109562050804279e-33,5.4729265455240647e-17,0.016124396391361623,0.05676517131741293,0.003617348581408614,0.24534261826596734,0.5069997681432673,0.679307941484449,0.007735312941344678,3.965408542704212e-06,4.7106827453822665e-14,1.4339344555198894e-26,2.8981500778321174e-05,3.381896346878656e-38,2.8782864645996314e-29,5.627625929369956e-20,1.8923180322556504e-18,0.00014820571199961177,0.0003864533034525216,9.897201326523743e-12
construction worker,5.779055573256207e-14,0.012844535250142347,0.6801256259215458,0.32099569032345754,4.879294187108765e-21,1.4059214983070471e-05,1.5014784140728846e-29,2.797724800716067e-06,0.05742805929360256,,1.2768104972571434e-10,4.041482486343586e-10,0.0004744059300910618,1.8807595810628896e-19,0.0468097025587899,0.031201515058463997,0.08287256058720568,2.596925088363131e-21,3.64229188899921e-09,8.431241412793518e-08,0.9071271940422833,0.0468097025587899,1.4385628006376348e-09,1.4192704629352656e-15,0.10370001130699402,1.464006802792492e-12,0.619887865075003,1.8615377741282486e-15,3.4103245520670605e-14,0.00018515402017521229,0.0007150683682416336,0.0006068615802634417,2.4185110829158014e-11,7.285285042000091e-30,3.890383230002609e-11,1.2045493131358402e-34,5.478020567383347e-31,0.0027883441815209214,0.00035713141405502107,9.770012448397745e-28,1.0781139640062922e-18,0.004764646915210931,1.4059214983070471e-05,1.0,0.0015881939923046593,0.21579926301087649,0.9342879522017438,0.006298666302558347,0.0004744059300910618,4.077034589129172e-16,3.716617780587822e-32,6.803002658262068e-09,2.252545545808607e-33,7.285285042000091e-30,1.021819399246567e-19,1.323000362075308e-23,0.0010228224321480546,1.2058196902335167e-08,4.041482486343586e-10
