,actor,athlete,bartender,begger,chef,clerk,clown,coal mines person,commander,construction worker,cop,countryside person,delivery person,doctor,electrician,engineer,farmer,fashion model,firefighter,fisherman,fisherwoman,ghetto person,handyman,handywoman,hillibilly,hillibilly person,janitor,journalist,laborer,lawyer,mafia,mafia person,maid,mechanic,nurse,painter,pastor,physician,pilot,plumber,police officer,poor person,poverty stricken person,professor,rich person,rockstar,rural person,scientist,soldier,sports player,teacher,tennis player,thug,trash collector,umpire,urban person,waiter,waitress,wealthy person
cop,0.9300240765696639,0.03491938849220598,1.0,3.1738585993641136e-10,1.0988113726341724e-17,1.1371703735431094e-09,9.148958615845167e-29,1.1340048819419685e-19,8.634804590852048e-11,0.02721155042407957,,1.2828343368214865e-29,5.42399990128057e-10,1.5046699477003498e-07,1.5648809460294515e-06,6.678160045899203e-05,1.4276247089167514e-11,1.889025265278534e-14,0.00632079179854377,0.7119165684295345,0.13703240036044967,4.4850852641474363e-13,4.307136967133517e-20,4.805023024355727e-30,1.498996639444737e-07,3.0289307009502054e-22,9.690423758005388e-14,2.030293239886491e-15,3.3275837358608925e-16,5.630755044844218e-09,0.13703240036044967,8.140316998606537e-11,2.030293239886491e-15,1.4857501532554938e-20,1.6573112003666105e-12,7.28451092895496e-22,1.4857501532554938e-20,0.00268399445044516,1.756358243391817e-08,1.4857501532554938e-20,1.2828343368214865e-29,2.2610818241915923e-18,1.7498540914394412e-16,8.634804590852048e-11,2.3141263709641016e-11,1.756358243391817e-08,5.42399990128057e-10,1.889025265278534e-14,0.013686583308844185,1.889025265278534e-14,2.802668820977627e-23,1.5648809460294515e-06,7.28451092895496e-22,7.28451092895496e-22,3.324988942041654e-12,1.6381231619926208e-53,0.03551693801232313,4.307136967133517e-20,4.164058154759525e-27
countryside person,0.6026583143253412,0.6026583143253412,0.06886908985185736,0.34067179603679587,0.29750055471139797,0.5442819177178547,0.002271767770508076,1.0627619220314552e-18,0.11777976253386566,0.014492131792430647,0.002271767770508076,,0.05573416977034154,0.93097331384896,0.11777976253386566,0.046123590309366,0.16455902069384076,0.05573416977034154,0.8622633256917793,0.7154027482490286,0.003258211995988868,0.2601361020853068,7.528178507618804e-10,3.012849868452573e-23,2.1907343217997892e-05,0.00012427734575774392,0.7285817335493636,0.29750055471139797,0.046123590309366,0.06886908985185736,0.5431730955144886,0.5431730955144886,0.08211115437579818,0.16455902069384076,0.004040116017704771,0.7285817335493636,0.93097331384896,0.16455902069384076,0.794970422934208,0.43562835648379417,0.046123590309366,0.0009310487749881026,0.0017109130470533427,0.29750055471139797,0.05573416977034154,1.0,0.16455902069384076,0.06886908985185736,0.0006563812649033488,0.16455902069384076,0.6026583143253412,0.38541654413774523,0.38541654413774523,0.6026583143253412,0.7285817335493636,4.723703071363159e-25,0.01439262174340581,0.22169439619092812,2.4054662692573413e-14
delivery person,0.28239001832744204,1.0,0.5070077701713747,0.9341261360887589,0.28239001832744204,0.5070077701713747,0.8041591621609278,2.7283352852436187e-06,0.21470991258056096,0.03044641919274059,0.7401217244062396,0.0008518993295971893,,0.8682839880484412,0.618783133642399,0.03824099494563657,0.45686936588487836,0.7401217244062396,0.40682606333219373,0.004758575547956878,0.0021861310933691176,0.6793916814296623,7.588336263359289e-11,2.132604097702287e-13,0.013938574389163273,5.698999216341474e-06,0.03824099494563657,0.21470991258056096,0.01610421257585391,0.8682839880484412,0.8159328152151318,0.16141740121896342,0.05671303887486674,0.0820333632211573,0.28239001832744204,0.21470991258056096,0.15953743917548885,0.618783133642399,0.05671303887486674,0.11578392321071945,0.28239001832744204,0.06763018517722771,0.03067868078728702,0.0020785576017868165,0.45686936588487836,0.8682839880484412,0.11578392321071945,0.36312841617010216,0.010049588212223506,0.02513862824062657,0.0820333632211573,0.8041591621609278,0.7401217244062396,0.618783133642399,0.5070077701713747,3.4765732750369044e-23,0.04690567756373877,0.04690567756373877,6.360007913717045e-10
doctor,0.035340878352808205,0.1710477979095745,0.00047470090278502826,1.2857636654623056e-07,5.0534482901434444e-05,1.5010490523204853e-06,4.1840959149829e-21,9.995583362689562e-25,5.515255979870495e-07,0.00010371664996218781,2.367605307111481e-06,4.1840959149829e-21,3.886450962260906e-13,,1.5010490523204853e-06,3.963247903959856e-06,1.2857636654623056e-07,1.3036875012099703e-08,0.0018124070407405193,0.36917515531248457,0.05458952286220808,1.4909245893124388e-12,1.9281863331826446e-18,1.2302056552126295e-32,1.0093979448661956e-09,1.8373993722334234e-22,4.14196691256947e-08,4.14196691256947e-08,2.5171772591714543e-11,6.630342102747802e-10,0.05458952286220808,1.2891239649117674e-12,4.14196691256947e-08,7.446127856731164e-14,5.841686192363695e-16,8.618842079541138e-21,7.774866080769365e-17,2.5171772591714543e-11,6.630342102747802e-10,4.752543230601142e-18,0.14417841705285092,8.9895137679015e-22,2.8860797431049275e-26,1.5010490523204853e-06,6.001925186218021e-12,3.963247903959856e-06,8.373459947167342e-09,2.5171772591714543e-11,1.4186936835719704e-05,2.5171772591714543e-11,2.330247850957292e-19,1.5010490523204853e-06,7.446127856731164e-14,1.0764673948296333e-15,7.446127856731164e-14,4.0497414194033534e-52,3.883050414664402e-06,1.9281863331826446e-18,1.0572971402744956e-39
electrician,3.6044549778389107e-35,0.4593074539249466,0.004861107655178871,8.470765561713829e-07,8.23839396739859e-17,0.6206564724375666,1.8582545078412615e-30,1.275501775253273e-06,9.604338653957704e-05,0.1370604805600945,2.660547223319285e-21,1.4127721541440786e-09,0.01304826861478279,1.2268229680623686e-25,,1.159369889195677e-08,0.03936599818528336,2.676536318719719e-25,7.900212364524896e-14,0.0015534014784898973,0.41722866083705007,0.8689800918870825,3.980422890572203e-08,9.063792535863063e-20,0.03623719847403106,2.7704469980403684e-13,0.7414583751889499,1.4716267149677111e-22,1.9148958987897907e-23,2.584524322404507e-10,0.0006604691112484872,0.0023685358919359103,4.6627567524688544e-20,2.676536318719719e-25,4.052627836344982e-12,1.0271068037717432e-29,1.1224969833720876e-34,7.817305517194114e-24,0.00019044602649029117,2.676536318719719e-25,2.660547223319285e-21,6.733461071027597e-06,2.1381931970642925e-07,0.8052101839570469,6.733461071027597e-06,0.0022194420136276453,0.0691124934683505,0.0038279846547270703,0.0028516799082496367,7.247523097058807e-21,2.86053513425547e-27,1.3662702823356589e-07,2.351111934607611e-33,2.351111934607611e-33,2.3389685251085636e-24,1.8582545078412615e-30,0.010310845329473246,3.1135078266300583e-09,5.778499050408519e-19
engineer,6.105772575622549e-28,0.243701298909605,0.2803302050569727,9.658689940989681e-10,2.8224831858845855e-19,1.553645812050697e-06,8.324606046072342e-39,1.8327302036746924e-10,1.7641069996482884e-07,0.6763364011984165,5.216466577701799e-23,3.980261095089244e-14,2.5799321201038574e-07,4.856422586255521e-30,0.0006061411762687649,,0.00031900531078282696,1.9221216585099092e-29,4.915364265009919e-09,0.018621412730916415,0.6404998953400048,0.0026125552614511527,4.284462074566557e-14,3.4294456153500456e-23,0.003242956515219396,3.9558028724358914e-13,0.0035036586713825526,3.230076128082387e-28,1.5669170898125205e-23,3.0723500529968965e-10,9.371573200991181e-05,1.6807640729267027e-05,2.0166834259727617e-17,8.480268491376195e-26,6.024204317176338e-13,9.466995939681034e-25,3.230076128082387e-28,7.78804498566309e-18,0.0011190557989361437,9.614937295562157e-20,1.8295380673577228e-24,1.3852933551838078e-08,0.00011531390635954744,0.5055353233447785,1.268292623668665e-05,0.0011190557989361437,0.21283992793002485,0.0001630720445903046,0.055977165644141014,2.0166834259727617e-17,1.5669170898125205e-23,1.823628865441517e-05,1.0922045455090779e-30,1.9221216585099092e-29,8.480268491376195e-26,2.12719204328921e-25,0.02565146644245845,6.744986924616722e-11,5.1796309673905957e-20
farmer,6.96164891039521e-31,0.010204957827510176,0.00018064958979387125,0.0028831662802693775,6.155636692686817e-14,0.13734123334756013,2.2663814343098776e-28,6.756343649201913e-05,1.0,0.4073121055378338,2.2669103601822378e-23,6.910513837976921e-06,0.8690000517147101,2.1493307445884987e-21,0.08246589423786016,6.910513837976921e-06,,3.4595879397919555e-15,6.155636692686817e-14,0.0002567270998650105,0.010501553333896234,0.025398930075643332,2.3674593982607493e-10,1.8638849416047619e-16,0.41590881233557386,6.9021391136561225e-09,0.40944035315915595,1.47280559927461e-13,8.937517814302506e-28,0.008126801428148372,0.005200166796488262,0.000443740496798101,9.081735435141343e-05,8.492842400822789e-30,4.356448579160178e-10,8.954276312548943e-29,1.359174858030497e-30,2.007372935442228e-15,9.081735435141343e-05,8.937517814302506e-28,3.0912483439084093e-18,0.025398930075643332,3.256107377815691e-05,0.08246589423786016,0.03856054793503694,0.16004272330492741,0.40944035315915595,0.06924937956553084,0.0062204703392148685,4.054821154949817e-20,1.359174858030497e-30,4.334108293470458e-06,6.423121050430216e-33,7.640745765856717e-26,4.054821154949817e-20,3.4458695199258183e-12,0.08044393825670748,2.14065307206415e-05,2.4475565176822737e-13
fashion model,2.538970650384465e-15,8.820849457578315e-08,0.00017898190613785349,0.0006982032161556926,4.877610087734209e-13,0.0567478983910346,6.762368069241891e-14,0.6655880140566668,0.4897250708589671,3.2637196936164324e-09,2.640257355442699e-16,0.06926842792819543,0.04661047643488063,4.877610087734209e-13,6.762368069241891e-14,3.579160188659167e-21,0.0006982032161556926,,2.108834769518011e-12,1.170112416675018e-09,0.00493208960799277,0.2609571202301709,0.000359446371314263,1.5603160283827498e-10,0.06716435431089192,8.389720187272117e-06,8.652686684488434e-05,6.015627327118184e-07,2.102258856017243e-09,0.0042655012563017096,3.44883978040873e-10,0.8091312090189376,0.436515621084283,6.858529718257045e-36,0.0006982032161556926,3.7170004357216964e-47,1.2768528582051878e-27,6.762368069241891e-14,6.242873427251346e-05,2.1736961811853008e-24,8.89381900558943e-12,0.4897250708589671,0.29984742526019037,2.2849138796994645e-06,0.0017494647332168087,0.015137306349878893,4.877683951820742e-08,0.9311193356785192,8.820849457578315e-08,6.991555847297192e-18,1.2768528582051878e-27,0.00732596704507703,1.0895197687884182e-20,1.0033105489910339e-16,3.2527758368866027e-10,3.047672912228709e-08,0.0031801567572333923,0.006975457327605171,9.125415226988356e-07
firefighter,0.0007178829903506038,0.3429391280238803,0.04681998109179066,1.9182678608757094e-08,2.3944592682555806e-35,0.0001296832259575996,1.0050860314345314e-29,6.284786767315155e-14,1.9182678608757094e-08,0.019350842088254043,8.763268711916585e-08,3.378763904443289e-15,2.063780252010624e-09,2.1498231212109818e-33,0.0009858633886803622,0.6666208311563935,1.5358734643437432e-06,1.1819397853395737e-12,,0.5449139785933343,0.27573825263179064,2.3412084573612354e-07,5.237324424563976e-25,5.548190257249262e-31,5.493750937526582e-07,3.1668808889373337e-18,3.9433829439825377e-10,2.1724761232638815e-17,9.681977763021719e-22,3.6092627973475967e-14,0.5449139785933343,7.503334657815328e-09,7.961614985903309e-23,2.3939699529210486e-19,3.638939378038545e-18,7.961614985903309e-23,2.4875399967911726e-27,0.0696511263534817,1.5358734643437432e-06,7.961614985903309e-23,3.638939378038545e-18,1.5608347074850856e-13,1.448804621317209e-14,6.085217518430343e-07,2.2184566425687264e-12,6.379082410124463e-09,0.0007178829903506038,8.907561066604633e-06,0.009625700833072324,1.5606266021263275e-20,3.2466465049620353e-24,3.6092627973475967e-14,3.2466465049620353e-24,7.961614985903309e-23,7.961614985903309e-23,8.12526602088032e-48,0.0022021353071557718,3.31030786516954e-12,1.604236641940642e-31
fisherman,0.7997529060316912,1.0,0.2508135767372759,0.6117209575013748,0.2508135767372759,0.7020974430309452,0.4459849535181673,0.5237232229298783,0.7997529060316912,0.07348301394425052,0.37190522798604014,0.7020974430309452,0.7997529060316912,0.5237232229298783,1.0,1.0,0.7020974430309452,0.898558286584745,0.0970174378351002,,,0.2508135767372759,0.003137044478148368,,0.6117209575013748,,1.0,0.2027561207229598,0.7997529060316912,0.1603334342244585,0.0019834821416334493,,0.07348301394425052,0.4459849535181673,0.5237232229298783,0.5237232229298783,0.898558286584745,0.5237232229298783,0.5237232229298783,0.0970174378351002,0.898558286584745,0.7020974430309452,0.5237232229298783,0.7020974430309452,0.7020974430309452,0.7997529060316912,0.2508135767372759,1.0,0.4459849535181673,0.12572426833511177,1.0,0.6117209575013748,0.7020974430309452,1.0,0.07348301394425052,0.003137044478148368,1.0,,0.12572426833511177
fisherwoman,0.14755747981379658,0.629689559399355,0.029657144438778385,0.22766397910241506,1.803253666027191e-05,1.0,0.05331037985518034,8.662530157445988e-05,0.05331037985518034,0.01449304231350207,0.46943624371064296,0.0006497201374486949,0.0697498401391986,0.809515741873204,0.334646477181453,0.629689559399355,0.809515741873204,0.029657144438778385,0.46943624371064296,,,0.5475956497426577,,1.2493170332730615e-10,,8.893677600639374e-09,0.46943624371064296,0.46943624371064296,0.14755747981379658,0.14755747981379658,,0.27831472097097953,0.809515741873204,0.629689559399355,0.22766397910241506,0.334646477181453,1.0,0.01565650801455181,0.334646477181453,0.629689559399355,0.09098430864696089,0.0697498401391986,0.039544903586107225,0.809515741873204,0.0016049827785587075,0.809515741873204,0.27831472097097953,0.05331037985518034,0.22766397910241506,0.22766397910241506,0.334646477181453,0.09098430864696089,0.629689559399355,0.7183538797984933,0.9043302813636889,8.893677600639374e-09,,0.0016049827785587075,8.893677600639374e-09
ghetto person,0.010372232902863598,0.6805151369827058,0.40858468979100304,0.010372232902863598,0.0012244013960344478,0.16116658275136697,0.7410583936625977,0.03130628240537456,0.7410583936625977,0.2469778708051906,0.057717818036755436,0.00025185708481912793,0.06866420782022703,0.6200956426804582,0.09800536905619184,0.7410583936625977,0.025747706578297794,0.08325820251882386,0.6200956426804582,0.08078190758582984,0.026622605396638743,,2.7511695321284434e-18,1.0265592230578181e-10,0.03595020020044728,7.11014318510558e-06,0.7410583936625977,0.057717818036755436,0.8048726173706998,0.3648852397017991,0.8164537233167333,0.2011644944093779,0.21647984220296468,0.40858468979100304,0.21647984220296468,0.025747706578297794,0.5642773226991293,0.0021756673778141424,0.039036805600037104,0.40858468979100304,0.057717818036755436,0.007968581733629524,0.24712872725475504,0.40858468979100304,0.18584198366947816,0.057717818036755436,0.016554946925387157,0.039036805600037104,0.6200956426804582,0.9343708000852474,1.0,1.0,1.0,0.8687718440414227,0.0003566672783495579,1.715091488367008e-17,0.0023408576562284344,0.019659295539196524,4.754353654824221e-13
