Descriptor,Perception Score,p_value
college student,15.75,2.1210130396890473e-151
adolescent,24.5,2.2496293669495024e-81
adult,38.666666666666664,8.139883873564541e-17
teenager,42.833333333333336,1.5760657294295644e-07
little,48.41666666666667,0.2572534845101731
child,50.0,1.0
young person,63.66666666666667,7.616850647460595e-24
middle aged person,80.08333333333333,1.0882246353982985e-114
old person,86.08333333333333,8.882514639614392e-170
