,actor,athlete,bartender,begger,chef,clerk,clown,coal mines person,commander,construction worker,cop,countryside person,delivery person,doctor,electrician,engineer,farmer,fashion model,firefighter,fisherman,fisherwoman,ghetto person,handyman,handywoman,hillibilly,hillibilly person,janitor,journalist,laborer,lawyer,mafia,mafia person,maid,mechanic,nurse,painter,pastor,physician,pilot,plumber,police officer,poor person,poverty stricken person,professor,rich person,rockstar,rural person,scientist,soldier,sports player,teacher,tennis player,thug,trash collector,umpire,urban person,waiter,waitress,wealthy person
handyman,0.0014722458295385644,0.4140210631761797,0.0793348676629993,0.4140210631761797,0.16192460719885793,0.013753396865055816,0.3517791578511884,4.600057125003581e-07,0.013753396865055816,0.04656500637197496,0.48516164408291773,0.5597142948100262,2.195554068068539e-14,0.3517791578511884,0.29340739915848035,0.7264259551924084,0.29340739915848035,0.29340739915848035,0.004826450757964788,0.16192460719885793,,6.221009631847342e-10,,,9.376091171031016e-05,,0.4140210631761797,0.8161120829854691,0.025976073897858748,0.5597142948100262,1.6933143267180485e-06,,0.1286471008147066,0.0014722458295385644,0.0793348676629993,0.9071649283532682,0.0014722458295385644,0.19884220489007964,1.0,0.1286471008147066,0.16192460719885793,6.221009631847342e-10,1.0290587020664483e-10,0.4140210631761797,0.004826450757964788,0.3517791578511884,3.3817529456683243e-09,0.19884220489007964,0.3517791578511884,0.9071649283532682,0.8161120829854691,0.5597142948100262,0.29340739915848035,0.29340739915848035,0.7264259551924084,6.204798870078057e-13,0.013753396865055816,,0.4140210631761797
handywoman,0.006722349127929638,0.3473508830207118,0.11437078033708094,0.05715243864654573,0.01774975088764389,0.11437078033708094,0.006722349127929638,0.3473508830207118,0.20847256875024872,0.05619528470182178,0.11437078033708094,4.863540185027564e-16,0.05715243864654573,0.3473508830207118,1.0,0.20847256875024872,0.3473508830207118,0.532221079503955,0.532221079503955,,0.08323764941835225,0.7552561145801974,,,,4.9819642252833495e-27,0.05715243864654573,1.0,0.7552561145801974,1.0,,0.7552561145801974,0.8748081820885224,0.20847256875024872,0.006722349127929638,0.006722349127929638,0.6363555262430043,1.0,1.0,1.0,0.01774975088764389,0.01774975088764389,0.20847256875024872,0.05715243864654573,0.04130178127863689,0.05715243864654573,0.006722349127929638,0.532221079503955,0.11437078033708094,0.7552561145801974,0.3473508830207118,2.8413158100204366e-05,0.3473508830207118,1.0,0.532221079503955,1.844199180821051e-34,,1.01327939962331e-05,1.0201482859521378e-23
hillibilly,0.06535822860892221,0.11058527931808684,0.3295692163696991,0.6259022037127979,0.06535822860892221,0.22297900819220706,0.3295692163696991,1.0400426231144973e-07,1.0,0.3295692163696991,0.2701354410077307,1.0,4.834859483371387e-07,0.1436951278195765,0.22297900819220706,0.6259022037127979,0.22297900819220706,0.3295692163696991,0.06535822860892221,0.0878312448260864,,1.183453452858737e-05,0.5406003629690357,,,,0.8074245551267193,0.6259022037127979,0.01935465082987125,0.9026496197942006,3.930999927832575e-05,,0.5406003629690357,0.9026496197942006,0.39138016855981034,0.3295692163696991,0.05055068770985732,0.22297900819220706,0.3295692163696991,0.22297900819220706,0.7136104066805313,1.8127850937733886e-09,1.408279697875812e-10,0.9026496197942006,0.0878312448260864,0.1436951278195765,1.0400426231144973e-07,0.6259022037127979,0.004582069266206329,0.7136104066805313,1.0,0.06535822860892221,0.22297900819220706,0.1436951278195765,0.3295692163696991,8.310156804156109e-10,0.6259022037127979,,0.06535822860892221
hillibilly person,0.3688061821592483,0.5914708227821701,0.8583633377989041,0.10123266257663188,0.20547317435096654,0.029631684326929406,0.5914708227821701,0.2759157407814335,0.029631684326929406,0.10016953929917129,0.20547317435096654,3.5265278957583116e-08,0.20547317435096654,0.467822877864819,0.8583633377989041,0.20547317435096654,0.10123266257663188,0.029631684326929406,0.5914708227821701,,1.0,0.10123266257663188,,9.840312936782641e-05,,,0.2759157407814335,0.5914708227821701,0.3688061821592483,0.3688061821592483,,0.467822877864819,0.10123266257663188,0.029631684326929406,1.0,0.5914708227821701,0.029631684326929406,0.3688061821592483,0.5914708227821701,0.20547317435096654,1.0,0.20547317435096654,0.3688061821592483,0.20547317435096654,0.14665683036335453,0.467822877864819,0.20547317435096654,0.010045505937839642,0.029631684326929406,0.10123266257663188,0.029631684326929406,0.5914708227821701,0.5914708227821701,0.029631684326929406,0.467822877864819,5.861814786019128e-48,,0.00036920253381254447,9.168106929357464e-18
janitor,1.7021732273671504e-28,4.172975854347658e-09,8.543939802690951e-08,0.2844634334012639,7.962628227289775e-18,0.06953751231987532,2.5530019838749985e-34,0.0003680571543109826,0.016691477130398924,7.141722608967862e-11,3.0342998687600915e-25,5.435009436514991e-07,8.079561773063802e-12,1.0974597792677145e-30,0.008163666046377483,9.255321928384127e-16,5.435009436514991e-07,2.269190505359117e-05,1.0694393006944267e-21,0.20184707759051962,6.327331855333498e-05,4.732965991172494e-06,0.7282025452052332,1.0646007597138549e-14,0.020104353701718057,1.6002122034197335e-09,,6.22027468821743e-13,9.926942287230806e-15,9.926942287230806e-15,3.1488933093999367e-13,0.01046186522120151,2.6017593637409723e-09,8.156332122130587e-23,1.0754961757662118e-12,2.779305208530298e-29,4.814860318841963e-38,2.0449698247661583e-23,0.01047904594950735,1.3850702733305596e-24,3.0342998687600915e-25,2.066672818809958e-06,2.066672818809958e-06,0.21673373642976446,0.11748477535535329,0.0003680571543109826,8.791808914069839e-10,0.016691477130398924,1.7641685962743962e-14,2.3039713728610754e-15,1.0916746859611563e-16,0.016691477130398924,1.6402966310110096e-25,1.814593113749654e-26,5.125459743351967e-16,1.8527786161674313e-27,1.5198410798242845e-07,7.968455054711767e-09,3.0494617235634636e-06
journalist,9.926694082723637e-26,2.136216260052701e-12,5.171994182258254e-09,0.06345569362434866,2.3305242652288062e-18,0.028107313342664267,2.333914686458509e-22,3.1587295512722916e-09,1.0,7.710770819004013e-09,3.65952092857401e-21,0.017978531411873843,1.921881676319999e-15,2.7446275541912094e-20,2.696609046677558e-06,2.136216260052701e-12,1.515247768580786e-08,0.35384734624782666,2.3305242652288062e-18,0.0001872385759691666,1.0,1.2408751195973628e-12,0.342412815768817,1.3528980780716618e-05,0.7237657298814955,6.910528002966262e-09,6.280939952909984e-06,,1.1212870279030751e-20,0.0006915578224440829,2.0938468242630604e-19,0.8125505441805964,0.028107313342664267,8.290874392228855e-27,3.5853494869504894e-10,2.585658409435011e-24,1.1212870279030751e-20,2.7446275541912094e-20,0.0017739807042536863,3.031493531403038e-25,7.520859792067652e-16,6.2594278069559476e-18,5.162874122117346e-11,0.0022907584461478586,0.00018636871864364642,0.2383694238178285,3.1056766992775617e-17,0.20599274089149283,7.78610408788344e-14,4.482361924044871e-05,3.031493531403038e-25,0.5552689899442855,8.09774373491333e-15,1.941758651419594e-21,9.01142317936252e-09,2.7446275541912094e-20,1.0723485422468158e-10,0.0004890254321640458,6.590014946532578e-05
laborer,2.7719338197916385e-17,8.603087351729034e-10,1.198432048923004e-06,4.377057931371235e-09,6.224293145550538e-13,1.3433250277692155e-08,3.7929242485176974e-18,9.252539562542192e-18,0.029084846184016966,1.6582638324870836e-07,7.276071176457967e-23,0.663990631373522,3.284727359379031e-27,2.758355003689801e-19,4.010334236299275e-08,8.015368142101445e-14,4.377057931371235e-09,0.0016560033171078253,8.015368142101445e-14,3.666247762090418e-05,0.03738519710188662,1.7187106063021822e-20,3.572478639117093e-06,0.00030636632293210616,0.013563846043212653,2.1750154271997323e-07,0.00022885669317079094,0.006701044511235363,,0.005283951087319936,1.7665225519066278e-22,0.3915124454492619,0.7275932780022579,5.618458136565847e-29,1.1127486920725398e-11,1.7155366000950094e-22,5.834504116711679e-24,1.591250168843338e-14,0.014642682438133527,3.4739559690055095e-14,2.7719338197916385e-17,6.899983682347799e-22,9.252539562542192e-18,0.04480901791001725,3.7902337686563605e-05,0.0008835905091797048,1.4366374411154993e-16,0.8617417599669773,8.015368142101445e-14,0.29584259494707243,3.7051626278879053e-13,0.1917200359616948,3.7051626278879053e-13,1.7155366000950094e-22,0.005283951087319936,2.6517224324871406e-12,2.1750154271997323e-07,0.08531838768723232,0.003007544434946394
lawyer,5.416606761255233e-26,7.833033540105025e-10,2.4488844656308525e-09,0.022012545287317643,2.4722016702763576e-14,1.689186325810424e-07,1.576656548723926e-23,2.4339218701801457e-10,0.017381621245755326,1.7689814247760197e-13,1.576656548723926e-23,0.005022821001170035,5.685527453426715e-25,2.7904782419161963e-22,4.346742053338336e-11,6.368207860016484e-16,6.249193952393623e-07,0.17484001331586246,2.7904782419161963e-22,0.0026041366328240856,0.12087304100473574,1.4897722887852625e-09,0.031623561984876807,3.605222223416755e-05,0.4049764534073415,2.714672560503598e-09,1.5452553960888693e-06,0.041600486036095015,2.7674502305500972e-05,,4.334942519118476e-19,0.4049764534073415,1.0,4.55841407706647e-31,1.689186325810424e-07,3.2056173295647765e-23,6.177007868586088e-32,2.5519372043094067e-21,0.0022020980326835945,1.900923076096386e-20,1.1308557226174285e-13,1.2033777184704713e-14,2.0013642683171286e-13,1.1811911946676326e-11,0.0006664183989991354,0.1506001925481948,5.2503937853664025e-21,0.017381621245755326,1.5449539306875857e-10,5.64867072150876e-06,1.2497255983322827e-22,0.8654593709100156,5.685527453426715e-25,3.2056173295647765e-23,2.4339218701801457e-10,1.128661255639489e-16,0.0001067435106847477,0.001838447669929745,0.0004703559106884227
mafia,0.035666494487363476,3.8194741955718456e-05,0.2946054077784796,0.035666494487363476,0.07346972028676967,0.17701185053986035,0.0014236942872978017,2.9207617572579285e-17,0.2946054077784796,0.45483685774461546,0.7654646746720716,0.23362865977986666,5.140359147596483e-22,0.5508501041933777,0.07346972028676967,0.2946054077784796,0.17701185053986035,0.07346972028676967,0.035666494487363476,0.006402543362633559,,4.91021594937027e-20,0.7654646746720716,,0.2946054077784796,,0.07346972028676967,0.07346972028676967,0.17701185053986035,0.17701185053986035,,,0.17701185053986035,0.17701185053986035,0.8814022149896072,0.015784098767784225,0.015784098767784225,0.23362865977986666,0.17701185053986035,0.6542471387856694,0.7654646746720716,1.1968952936527137e-11,2.1870669542078517e-16,0.035666494487363476,0.006402543362633559,0.015784098767784225,4.380454837857629e-19,0.17701185053986035,0.8814022149896072,0.0014236942872978017,0.0014236942872978017,0.0014236942872978017,0.17701185053986035,0.2946054077784796,0.17701185053986035,0.0014236942872978017,0.45483685774461546,,0.07346972028676967
mafia person,0.48089525136770606,0.033229181714929126,0.008988450315075705,0.017776215120192597,0.008988450315075705,0.15759063229743164,0.1926500451867581,0.7228174524045965,0.8142706507030589,0.2857678888861611,8.708761019064879e-06,2.913783611020081e-15,0.05881673405287195,0.554314574843531,0.15759063229743164,0.05881673405287195,0.554314574843531,0.2394443635508096,0.7228174524045965,,0.006163540608025722,0.9058956113202419,,2.913783611020081e-15,,2.913783611020081e-15,0.2394443635508096,1.0,0.7228174524045965,0.15759063229743164,,,0.023954028552074534,0.05881673405287195,0.09875756618029465,0.05881673405287195,0.017776215120192597,0.2394443635508096,0.2394443635508096,0.15759063229743164,0.004288396167478895,1.0,0.09875756618029465,0.2867541908180917,0.0028789177751431714,0.2394443635508096,0.008988450315075705,0.05881673405287195,0.017776215120192597,0.2394443635508096,0.34709423291910546,0.34709423291910546,0.9058956113202419,0.34709423291910546,0.09875756618029465,7.967558062722876e-28,,1.3690447523014985e-05,4.2895696502980637e-23
maid,2.682184537974651e-28,1.3211139707745284e-05,1.3211139707745284e-05,0.28022421767856454,5.1197229925818956e-20,0.21264816438305678,7.669619399741638e-26,1.5700642741431185e-06,0.5611990918466767,3.450712676397525e-08,8.201758829741481e-24,0.0019865370801143284,6.137473130436246e-10,5.1197229925818956e-20,6.421823390820674e-08,5.846142299569452e-19,1.066086903843165e-06,0.00044606328763780557,5.1197229925818956e-20,0.02592724347151886,0.4830137301194123,3.9360758849471886e-08,0.02592724347151886,2.964215005524873e-06,0.034369578483419747,1.8652753015717837e-13,3.8830695471456553e-05,9.511855575672052e-11,1.0345396564661333e-07,3.661324115389706e-06,5.095919377004483e-16,0.04642260045676047,,3.0757007609794313e-26,6.421823390820674e-08,4.4830458123882723e-35,3.0757007609794313e-26,1.2559995149158926e-22,0.2439156826943319,3.777486048625241e-27,5.1197229925818956e-20,2.8342732063652618e-05,3.9360758849471886e-08,0.15766274162999347,0.0045385934156412875,0.5611990918466767,1.7205113423285464e-13,0.5056875235568498,1.2448701593334175e-12,3.9360758849471886e-08,1.7465898022598853e-18,0.28022421767856454,3.0757007609794313e-26,4.4830458123882723e-35,6.46576103807516e-13,3.1813986810023253e-13,4.91260328033976e-08,3.127909054855552e-05,8.041839443361228e-05
mechanic,3.3906713171441183e-10,1.7546280256082656e-06,6.172937384475404e-07,2.1104173405521732e-09,1.6176598008513268e-14,1.367975425036487e-07,1.1560967561237736e-12,1.5481771201414963e-25,0.0006302537609629562,5.115825420503842e-10,1.6176598008513268e-14,0.08905820748984415,2.2367288296615996e-30,1.6176598008513268e-14,4.1824203646740704e-08,4.1824203646740704e-08,3.3906713171441183e-10,0.02980694827417307,3.3906713171441183e-10,1.5338113917671353e-06,0.0160315574354535,1.0397812115486116e-28,5.18654424078068e-13,0.002001519823714479,0.14383351359640997,8.78191105493378e-07,9.954943578065949e-05,0.02980694827417307,0.34546753121693685,0.005990949947389851,5.376440807519399e-30,0.3525207984905483,0.002477146445925599,,8.026883161826403e-09,4.984022821588123e-24,3.1863354568357365e-17,1.7546280256082656e-06,0.15845491873732798,1.1729191653256898e-09,3.3906713171441183e-10,1.7573183403385254e-20,4.265354667150286e-27,1.367975425036487e-07,7.898219487617351e-15,0.0006302537609629562,1.163722785876188e-36,0.018062019459094296,7.643274969335297e-11,0.15845491873732798,4.480316004153581e-12,0.005990949947389851,0.0046251432891431365,2.1256456526821783e-07,0.9250415291271147,2.1104173405521732e-09,0.0004956137348832281,0.5976299856490783,0.8504622848725968
nurse,0.6588374798622183,0.8600979971282185,0.33109950665359267,0.9296459751815727,1.1960915436857998e-05,0.11269215248329892,3.796467505790619e-39,0.09281194280010072,0.11269215248329892,0.7230238792695773,8.51828974493324e-07,8.293762742314005e-22,0.25058967124914405,0.001936101439984361,0.25058967124914405,0.4266097234239748,0.0521237048033756,0.013177065757166172,5.088361641799792e-06,0.32199243189801985,2.6523856141728605e-07,0.48083252300209056,0.06122821353943714,1.1032161783865445e-30,6.595225130743499e-12,5.8006829214456355e-24,0.004532105773304385,8.430366351580461e-06,2.3821261328695053e-10,0.00026987445095977427,0.00585240033171577,1.6087689968791885e-10,0.00784649189528467,3.089189382470453e-13,,1.1547152264662177e-15,1.1547152264662177e-15,3.4284734592440796e-06,5.135583633190122e-07,2.3821261328695053e-10,0.9296459751815727,0.6588374798622183,0.7910985278958302,0.0005424142373789935,1.1960915436857998e-05,6.0522352436550844e-05,0.15868827830287713,1.283094459098786e-07,0.5364312624815667,8.430366351580461e-06,6.481726938944222e-11,0.004532105773304385,5.135583633190122e-07,6.118052109133992e-14,3.4284734592440796e-06,6.0089435411870225e-64,0.00585240033171577,3.371176678476531e-14,8.293762742314005e-22
painter,2.574136744583184e-07,2.302256692782102e-09,9.488601849601126e-06,8.147972092426467e-07,5.366568626196065e-10,0.0024373379324874886,6.533047182499655e-14,5.794698394215516e-29,0.004665375047620323,1.1215436724265932e-10,7.904955798592696e-13,0.560721040666138,7.526021091121408e-43,2.066703644661165e-16,3.4630808800961247e-06,8.147972092426467e-07,0.00019648929103279394,0.0012259783812187499,7.904955798592696e-13,1.1200194226648492e-14,0.0035892385831869265,3.7895963329152707e-28,3.1879643402200927e-06,4.7528553507491885e-05,0.0014129452156416587,0.0023704223094425563,8.147972092426467e-07,0.3809182082000938,0.28407813334968685,0.7703628305025186,5.695682284649237e-37,0.16956785816207426,9.488601849601126e-06,0.0008825094995247981,2.302256692782102e-09,,2.2314276700153836e-21,5.162708020325625e-08,0.17402879860973663,7.922740235334018e-09,2.302256692782102e-09,5.794698394215516e-29,1.5994285546274244e-23,0.0024373379324874886,2.2301419714763182e-14,0.00019648929103279394,2.4055647173314887e-27,1.3986930998701286e-08,7.944178254609535e-12,0.0012259783812187499,0.04071427447399813,8.147972092426467e-07,0.33248164056740515,4.3266360308922423e-07,0.6980896566395807,2.574136744583184e-07,0.0023704223094425563,0.039389809715795435,0.28407813334968685
pastor,7.078674149260938e-11,2.450152194594915e-05,9.456403651936914e-06,8.579316903467579e-05,6.296653367164156e-14,8.579316903467579e-05,3.315725499111998e-10,2.3005395065715288e-26,0.00019586758100201233,6.646621385290678e-11,4.168580469417219e-15,0.4966252211401462,8.003838851164842e-35,3.533091471138635e-18,2.264341520991548e-09,9.199471114426384e-09,0.00019586758100201233,8.579316903467579e-05,6.296653367164156e-14,6.62538877348315e-11,0.008691570362659797,9.189648783021881e-29,1.4012791047738446e-14,0.41154427273494454,0.8919477393992308,6.732776473258236e-06,7.893737844644883e-12,1.0,0.4966252211401462,0.015051647356968371,8.216044125966478e-37,0.34235379161511964,0.015051647356968371,4.762265620580331e-07,2.264341520991548e-09,3.5476880208494717e-06,,7.681836205004122e-13,0.015051647356968371,3.5476880208494717e-06,2.264341520991548e-09,1.1152020997959877e-36,1.9915447417592614e-30,8.579316903467579e-05,2.873289500187427e-14,0.000431854330346547,1.2523799727641815e-37,2.3842586690392546e-06,3.315725499111998e-10,0.24406478894965014,4.238021355420998e-12,0.015051647356968371,0.03206615005929907,0.001243237277372123,0.24406478894965014,2.450152194594915e-05,0.0008544841758126476,0.6836876625222299,1.0
physician,9.35337404634886e-09,0.23030473206206523,0.010020227196367727,3.3672160164434957e-05,1.0009869537410836e-32,0.004546537358251409,2.6207678816497644e-51,0.7980019709002343,9.45828427557059e-10,9.358268929002013e-06,7.58965786211635e-39,1.892353846136261e-22,0.004546537358251409,1.184838704655183e-44,7.930061828458679e-07,0.03209631227284991,0.8640351010867453,8.199836726824063e-11,1.1245485946590832e-34,0.0705895344472254,0.3993419982628378,1.0,0.11721399348884848,2.0899304852315652e-17,9.267621788842787e-05,4.713134738484021e-24,3.5592473967390387e-12,1.7555210871261995e-17,1.0554141665325349e-16,2.048527563708783e-19,0.029291655409764333,3.8652149849424825e-07,1.0554141665325349e-16,1.2766868486846602e-13,1.1245485946590832e-34,1.7555210871261995e-17,7.475088031235164e-24,,0.012782215534033343,7.878457167956765e-27,7.36388763313507e-31,0.07219888664110699,0.02053959095032288,2.6433768309332295e-14,0.0002069899274544329,5.345235539261746e-15,0.7319769650559027,9.45828427557059e-10,0.016261298329326605,1.2766868486846602e-13,8.482551448218243e-23,0.004546537358251409,7.878457167956765e-27,2.1261307819857837e-30,1.5819742111236548e-21,1.970954427669367e-43,0.015284716426959045,1.210218675112548e-14,9.421096577754269e-18
pilot,2.1722363534274794e-08,2.1722363534274794e-08,5.539014943844265e-06,0.0033947414438957445,4.972042130414789e-21,0.005774566749278709,4.4994819179682015e-24,1.7546824764732853e-05,0.5603199184874538,7.635033386690606e-06,1.4210936268626577e-18,5.7474812203302334e-05,2.775790924864464e-18,4.972042130414789e-21,0.11333493392679497,0.00030688359420533,0.01540341644962425,0.8029503920418707,1.904927484761961e-15,0.24149370632583245,0.7253805353058574,2.6839913609104754e-11,0.4824800777242479,1.4665194949146034e-06,0.7253805353058574,3.743822851746367e-10,0.5603199184874538,0.18209229724629603,0.0004384427420376659,0.09518709468870618,2.4308867288940172e-16,0.1967794625524827,0.019354544341324692,1.5898568036966914e-20,4.009910169320096e-14,1.0189530707045702e-22,6.0674027415865434e-27,5.7474812203302334e-05,,9.055035071181777e-20,2.743675233706235e-13,8.85280028026257e-11,3.871372066652809e-15,0.8029503920418707,0.5049194640361928,0.8676374734090122,2.2598843775209003e-12,0.09518709468870618,5.539014943844265e-06,0.09518709468870618,6.832923758715046e-14,0.13324101605545918,7.900994137695779e-12,1.5898568036966914e-20,7.777161705506972e-05,4.4994819179682015e-24,0.41205732969347236,0.0009521478909243302,5.931762532694477e-08
plumber,2.012729005774608e-12,5.279677595502657e-07,1.937508189277122e-09,7.219269185738481e-09,3.2480993457099685e-10,8.163854934222474e-05,2.0552132135549016e-14,4.4557503456667855e-24,0.008851568016626721,4.838977409380871e-10,2.012729005774608e-12,0.22587541315201648,1.0414752531226591e-38,1.7062868053451457e-15,5.279677595502657e-07,1.937508189277122e-09,3.6754113504937674e-08,0.0010481216870372365,2.012729005774608e-12,4.4360886021127135e-06,0.025255563762597837,1.1313317965454817e-17,1.0180940292464489e-07,0.035587882823856457,0.005778628375021945,1.737453582267813e-05,4.019213208812756e-06,0.040240040847843335,0.011887551169485039,0.6416223028464377,3.3289889984677398e-25,0.19281274824949574,0.0005206017951735936,1.4056137308424197e-10,5.279677595502657e-07,9.89475081036604e-14,3.230305114251368e-17,6.274810256054338e-18,0.13687674036983072,,2.012729005774608e-12,5.085164209131288e-19,2.651514089561247e-31,7.219269185738481e-09,3.4426438321871548e-09,0.040240040847843335,1.9130554136378825e-30,0.19345030126610088,2.012729005774608e-12,0.09392766485559402,1.844552842609811e-07,0.040240040847843335,1.844552842609811e-07,1.87870625136843e-20,0.5779371277265501,1.4785408657236251e-06,2.530462677439269e-06,0.23754316105778472,0.6416223028464377
police officer,0.09892129898360758,0.02746201990805184,0.007809405892060459,2.2292417683557497e-06,2.9666002105926195e-07,8.241670415255766e-07,3.4560330529020226e-29,0.0003154893287819541,1.070983448902823e-09,0.016646517199276678,0.5213737391540788,3.3930734933642065e-25,0.9270246751078601,9.896725741181593e-16,8.241670415255766e-07,0.00023092621705064683,0.0012581750073605415,1.070983448902823e-09,3.422045694731601e-06,0.0006861412878714333,1.369355849586582e-05,0.11924636150980573,2.3338188935751126e-09,5.2127442093198386e-33,7.619199496028393e-13,1.842038277198196e-27,6.437311633383969e-08,6.437311633383969e-08,1.1797991552957668e-12,8.241670415255766e-07,0.12272624965893628,6.747250552268004e-17,2.0308197029674634e-08,5.911548465651358e-12,3.3930734933642065e-25,1.1797991552957668e-12,1.1797991552957668e-12,0.00439579094553174,0.00010620431427352543,1.323926265675927e-13,,0.0009207291432774651,1.2600353785323975e-08,1.070983448902823e-09,5.5961675433061984e-14,1.7973490294763993e-10,0.7834892371523925,1.7973490294763993e-10,2.2292417683557497e-06,5.911548465651358e-12,1.070983448902823e-09,2.2292417683557497e-06,1.1797991552957668e-12,1.3722769926968796e-14,1.7973490294763993e-10,1.3413292920750766e-68,0.0011213802497761413,1.842038277198196e-27,1.8238747606888604e-43
poor person,0.6606762485208546,0.5978295229720729,0.9300541292352613,0.8604293886064379,0.6606762485208546,0.5387500836287359,0.010457759711916877,0.00014387225386080143,0.5978295229720729,0.7915746047964455,0.11336020798774138,1.7464173216410017e-09,1.8093878105138405e-08,0.5387500836287359,0.2182237879219309,0.3792223313886677,0.2912959797645748,0.8604293886064379,0.8604293886064379,0.804912803828746,1.0,9.413196034342541e-05,0.0001732669007037914,1.4551429138649916e-07,1.510430022853493e-08,1.4551429138649916e-07,0.7922812144517752,0.09438504025800973,0.253132294576815,0.6606762485208546,0.012664557798044304,0.10818814562028606,0.052969724649748785,0.11336020798774138,0.5387500836287359,0.7250888953860878,0.253132294576815,0.42920212845715017,0.7922812144517752,0.11336020798774138,0.03477366567931059,,4.408637765208392e-24,0.9300541292352613,0.253132294576815,0.8604293886064379,0.001975105158737517,1.0,0.7922812144517752,0.7922812144517752,0.7250888953860878,0.11336020798774138,1.0,0.09438504025800973,1.0,5.187450716449145e-23,5.611953887585046e-05,0.2155155576777047,7.804082740974251e-13
poverty stricken person,0.9296459751815727,0.9296459751815727,0.7910985278958302,0.9296459751815727,0.29035572651902797,0.25058967124914405,0.016797528314705424,2.43015576175122e-08,0.9296459751815727,0.21452681275389412,0.026864025097309376,1.3479843770523551e-06,5.888159903281539e-16,0.29035572651902797,0.7910985278958302,0.6588374798622183,0.5364312624815667,0.7244662150762511,0.9296459751815727,0.06122821353943714,0.32199243189801985,0.001936101439984361,8.818960863620775e-05,2.7600913391455237e-05,2.486792962534149e-09,1.1620955211664966e-06,0.9296459751815727,0.596988342263834,1.0,1.0,0.21581229256245416,1.0,0.48083252300209056,0.8600979971282185,0.7910985278958302,0.09281194280010072,0.8600979971282185,0.25058967124914405,0.11269215248329892,0.33109950665359267,5.088361641799792e-06,0.25058967124914405,,0.09281194280010072,0.6588374798622183,0.7244662150762511,8.51828974493324e-07,0.33109950665359267,0.8600979971282185,0.596988342263834,0.33109950665359267,0.596988342263834,0.3782255899430207,0.48083252300209056,0.6588374798622183,6.930543906599648e-15,8.818960863620775e-05,0.2627709435187842,3.089189382470453e-13
professor,1.004978426946567e-24,3.3477106942395037e-08,3.1760460185905925e-06,0.1381833471800883,5.064385414820479e-22,0.2158218455258635,9.634137344282544e-34,0.0009399095439518816,0.09941117348409174,2.335819926621984e-10,1.1146717927855857e-26,1.5759059197174956e-05,2.4673534524896772e-11,1.1146717927855857e-26,0.00035667738128154574,2.8145111968068256e-13,1.3616627475338388e-06,0.00026989935509410547,1.0989780232584647e-25,0.03702187682797557,0.29599520869512724,0.04788916374692472,0.4885015363382108,9.123087362403845e-14,0.014207716738775116,8.698587034097931e-15,0.5637930164281657,7.978068359660411e-10,8.140687791566964e-11,1.8833809215429432e-23,3.798844053127904e-15,1.0,0.00026989935509410547,2.8476019222303533e-30,2.8145111968068256e-13,1.8833809215429432e-23,3.510853102483459e-27,1.004978426946567e-24,0.008253426660643978,2.295082134427387e-31,1.1146717927855857e-26,8.218826308937494e-07,0.0009399095439518816,,0.18764527019506122,0.09941117348409174,8.218826308937494e-07,0.0209111054318713,7.18306207756301e-06,3.648368973472801e-14,2.407455612298656e-24,0.04788916374692472,2.9021040309044268e-25,3.510853102483459e-27,1.4478998020425655e-13,1.1146717927855857e-26,0.003417422380239911,0.0004553914284925872,4.826164800248943e-10
rich person,0.11696324539488824,0.4582410864979286,0.9343364394637466,0.564047044073678,0.5096888586610965,0.05757124637444548,0.09891295145432172,8.957980971029002e-08,0.5096888586610965,0.562803419429535,0.6209914108364817,1.1437059028671411e-12,1.3715663364169098e-13,0.013162305133025156,0.4582410864979286,0.7416957003110258,0.031780318185260205,0.16084609650191986,0.564047044073678,0.9076999394641542,0.16462320992984938,3.2599744301076925e-05,0.003420155348009442,9.867121287869687e-05,9.867121287869687e-05,3.8036666806167927e-08,0.36455367525410115,0.564047044073678,0.6209914108364817,1.0,0.0004503324269953283,0.06351444020785202,0.564047044073678,0.4582410864979286,0.7416957003110258,1.0,1.0,0.40979679566713917,0.09891295145432172,0.5096888586610965,0.020713732737654658,2.339864686139633e-09,3.415472507405455e-08,0.804770181461739,,0.6803467469375621,3.11527224544633e-06,0.5096888586610965,0.06942121166724645,0.564047044073678,0.08305743862714518,0.804770181461739,0.16084609650191986,0.9343364394637466,1.0,3.52822929394243e-32,2.2448422628118746e-06,0.561972055735793,1.8265182591301758e-14
