,actor,athlete,bartender,begger,chef,clerk,clown,coal mines person,commander,construction worker,cop,countryside person,delivery person,doctor,electrician,engineer,farmer,fashion model,firefighter,fisherman,fisherwoman,ghetto person,handyman,handywoman,hillibilly,hillibilly person,janitor,journalist,laborer,lawyer,mafia,mafia person,maid,mechanic,nurse,painter,pastor,physician,pilot,plumber,police officer,poor person,poverty stricken person,professor,rich person,rockstar,rural person,scientist,soldier,sports player,teacher,tennis player,thug,trash collector,umpire,urban person,waiter,waitress,wealthy person
actor,0.0,0.0877309056716673,0.00619224686925679,0.16926956447407793,-0.2995777236397829,0.2440133350429542,-0.5849630294482199,-0.02778219429841433,0.2779877762106253,0.1067793839270349,-0.3811163824421935,-0.4354754883104671,0.06055135273753043,-0.4422703765440014,0.1964491174082147,0.14209001153994094,0.18965422917468056,0.2576031115100227,-0.36073171774159074,-0.1284700702734739,-0.19577173821014304,-0.03457708253194858,-0.04770806874947087,-0.6534230801794937,-0.24961307255947845,-0.626502413004826,0.22362867034235168,0.27119288797709107,0.25080822327648844,0.2779877762106253,0.20803826940987213,-0.24961307255947845,0.2643979997435568,0.2440133350429542,-0.4082959353763303,0.2304235585758858,0.2643979997435568,-0.10932085310082484,0.09452579390520155,0.2576031115100227,-0.48983459417874087,-0.007397529597811703,-0.01419241783134595,0.21003889387528307,-0.11611574133435909,0.18965422917468056,-0.01419241783134595,0.1488848997734753,-0.20444928837030385,0.2440133350429542,0.2304235585758858,0.06734624097106467,0.29837244091122794,0.28478266444415945,0.27119288797709107,-0.6121425823823567,0.18111760223520446,-0.5053594107188215,-0.3743214942086593
athlete,-0.40905415224174035,0.0,0.03261358293798344,0.046203359405051936,-0.12366884643330339,0.05299824763858607,-0.48379792281061673,0.025818694704449308,0.15492157114159943,-0.017684563758389227,-0.32751549343932984,-0.3071308287387272,0.1345369064409967,-0.36148993460700085,-0.09648929349916657,-0.1168739581997692,-0.01495063469675606,0.23646022994400995,-0.3411052699063982,-0.0013478960291254394,-0.08210989755312847,0.1209471299739282,-0.09557023114046226,-0.49938023876047755,-0.17633223266446535,-0.5263009059351451,0.12774201820746245,0.2568448946446126,0.27043467111168096,0.23646022994400995,0.3620811108288884,-0.3243959021251376,0.12774201820746245,0.2908193358122837,-0.2935410522716587,0.3383835534470231,0.2908193358122837,-0.20520750523571396,0.1821011240757362,0.2908193358122837,-0.4226439287088088,0.03940847117151769,0.07338291233918881,0.12774201820746245,-0.06251485233149545,0.09376757703979144,0.17530623584220195,0.1481266829080652,-0.2595666111039877,0.2772295593452152,0.29761422404581783,0.1345369064409967,0.35197332991409147,0.35197332991409147,0.2908193358122837,-0.48379792281061673,-0.12249089831512999,-0.3916975700618067,-0.31392571697226146
bartender,-0.3022558447664231,-0.24110185066461515,0.0,0.2956943197845878,-0.3566149506346967,0.06466811984442444,-0.519692268239518,0.07146300807795869,0.18697610804804032,-0.006107382550335494,-0.28187118006582035,-0.31584562123349147,0.14620677864683507,-0.41776894473650467,0.07146300807795869,-0.05084498012565708,-0.010075650724451934,0.18697610804804032,-0.2886660682993546,-0.01670984675302678,-0.23207518415036832,0.030693678676753433,-0.01670984675302678,-0.5012818558970451,-0.19169418338836675,-0.4878215223097113,0.13261700217976657,0.24133521391631407,0.25492499038338245,0.25492499038338245,0.2794174921683177,-0.3262975192617052,0.1530016668803693,0.3228738727187246,-0.31584562123349147,0.3228738727187246,0.3228738727187246,-0.12558875069453346,0.1665914433474377,0.3432585374193272,-0.4109740565029705,0.09184767277856143,0.10543744924562981,0.11902722571269819,-0.06443475659272557,0.13261700217976657,0.07825789631149294,0.08505278454502718,-0.20712740949694403,0.2141556609821772,0.35005342565286146,0.05107834337735606,0.30248920801812207,0.35005342565286146,0.30248920801812207,-0.553666709407189,0.05059182118364236,-0.43398018796037585,-0.3362302859340941
begger,-0.3713467538573322,-0.16070521861777148,-0.38493653032440056,0.0,-0.16750010685130573,-0.07237167158182672,-0.3713467538573322,0.12468008719066548,0.09070564602299441,-0.11048184477714679,-0.4189109714920717,-0.24903876565371624,0.25378296362781555,-0.33737231268966106,-0.22185921271957942,-0.25583365388725043,-0.07916655981536097,0.11109031072359704,-0.3101927597555242,0.14368300736601475,-0.09860299720599441,0.1042954224900628,0.022540005080010195,-0.4216510033020066,-0.1255236643806621,-0.44857167047667423,-0.03839723041415566,0.18583408129247342,0.38288584006496557,0.21301363422661024,0.41288967911269153,-0.21974599949199897,0.11788519895713123,0.4440398341667735,-0.1878847715519083,0.4304500576997051,0.4032705047655682,-0.2966029832884558,0.19942385775954186,0.4304500576997051,-0.38493653032440056,0.17224430482540493,0.1926289695260076,-0.03839723041415566,0.0499363166217891,0.03634654015472066,0.21301363422661024,0.0635260930888576,-0.2762183185878532,0.15865452835833654,0.37609095183143143,0.1042954224900628,0.3489113988972945,0.37609095183143143,0.267372740094884,-0.38493653032440056,-0.09860299720599441,-0.19282533231733134,-0.21506432448604523
chef,-0.11970680001709622,-0.20804034705304097,0.05016540582125917,-0.04496302944821995,0.0,0.12490917639013555,-0.5681694234303544,-0.09252724708295934,0.18606317049194343,0.17847014283255902,-0.12650168825063046,-0.493425652861478,0.056960294054793414,-0.21483523528657522,0.12490917639013555,0.14529384109073817,0.1520887293242723,0.1656785057913407,0.0705500705218618,-0.2464397595461858,-0.31374142748285494,-0.07893747061589096,-0.3272017610701888,-0.650249767166201,-0.25990009313351964,-0.650249767166201,0.13170406462366968,0.2132427234260803,0.20644783519254606,0.18606317049194343,0.18429091524849717,-0.4483447633561934,0.1996529469590118,0.26760182929435405,-0.2216301235201094,0.24721716459375132,0.2743967175278882,0.12490917639013555,0.2132427234260803,0.2268324998931487,-0.23521989998717785,-0.017783476514082963,-0.07214258238235671,0.1792682822584093,-0.2216301235201094,0.15888361755780656,-0.02457836474761721,0.19285805872547768,0.022985852887122182,0.1996529469590118,0.2608069410608198,0.13170406462366968,0.2268324998931487,0.26760182929435405,0.19285805872547768,-0.622528529298628,0.1304495808991618,-0.5156464312928626,-0.4526563234602727
clerk,-0.47365816130273114,-0.19506774372782837,-0.18147796726075993,0.04954823267940334,-0.3649399495661837,0.0,-0.43968372013506,0.08352267384707446,0.16506133264948497,0.046623644811564224,-0.37173483779971783,-0.2630166260631705,0.19903577381715598,-0.3649399495661837,-0.07275975552421249,-0.21545240842843094,-0.12711886139248618,0.17185622088301922,-0.3173757319314442,0.008695284057234742,-0.08552705105410213,0.11749711501474547,0.08945728558123778,-0.43549572432478195,-0.11244771822876976,-0.4893370586741174,0.05634312091293747,0.17185622088301922,0.34852331495490874,0.2941642090866351,0.3586639573279147,-0.19320971975277285,0.09711245031414284,0.39608753258964824,-0.2698115142967047,0.34852331495490874,0.3757028678890456,-0.2766064025302389,0.16506133264948497,0.34852331495490874,-0.4192990554344574,0.17865110911655335,0.20583066205069023,0.04954823267940334,0.07672778561354021,0.00877890327819808,0.1242920032482796,0.1378817797153482,-0.18147796726075993,0.19224088558362185,0.35531820318844287,0.0903175620806086,0.36211309142197723,0.38249775612257986,0.28736932085310085,-0.4260939436679916,-0.09898738464143592,-0.3143527220387774,-0.2834012907637731
clown,0.08784801470273962,0.07425823823567124,0.13541223233747923,0.08105312646920548,0.060668461768602855,0.12182245587041074,0.0,-0.5168970380818053,0.162591785271616,0.18272500430218552,0.08784801470273962,-0.6392050262854212,-0.0004855323332051409,0.07425823823567124,0.10823267940334225,0.15579689703808175,0.162591785271616,0.14900200880454761,0.12182245587041074,-0.29660824654982637,-0.4850529167725003,-0.09561396760268404,-0.37737024807382946,-0.7407992549318432,-0.39083058166116325,-0.7004182541698416,0.16938667350515024,0.162591785271616,0.16938667350515024,0.17618156173868438,0.1610430954195241,-0.29660824654982637,0.162591785271616,0.17618156173868438,0.04707868530153447,0.19656622643928712,0.16938667350515024,0.15579689703808175,0.15579689703808175,0.18297644997221862,-0.06843441466854727,-0.21792195580629992,-0.20433217933923153,0.17618156173868438,-0.34022994400991585,0.13541223233747923,-0.17715262640509477,0.14900200880454761,0.10823267940334225,0.14900200880454761,0.18977133820575287,0.14220712057101337,0.17618156173868438,0.20336111467282136,0.162591785271616,-0.7003590203872292,0.174503429006858,-0.417751248835831,-0.6188203615848187
coal mines person,-0.03671325383596186,-0.0027388126682908465,-0.02312347736889342,0.017645852032311837,0.017645852032311837,0.03123562849938022,0.3641851519425567,0.0,0.03803051673291452,-0.03447427293064875,0.04482540496644871,-0.35607300081206994,0.2962362696072146,0.024440740265846028,-0.01632858913535923,0.03123562849938022,-0.029918365602427666,0.017645852032311837,0.024440740265846028,-0.19115739564812462,-0.002712725425450868,0.1535436167029961,-0.1776970620607908,-0.24499872999745997,-0.2853797307594615,-0.20461772923545848,-0.0027388126682908465,0.0040560755652434,-0.0435081420694961,-0.0027388126682908465,0.010747608161883027,0.02420794174921681,0.010850963798777646,-0.02312347736889342,0.024440740265846028,-0.02312347736889342,-0.0027388126682908465,-0.009533700901825037,0.03803051673291452,-0.02312347736889342,0.058415181433517094,0.16713339317006448,0.0991845108347224,0.024440740265846028,-0.05709791853656454,-0.009533700901825037,0.13995384023592766,0.03123562849938022,0.1059793990682566,0.024440740265846028,0.017645852032311837,0.03803051673291452,-0.0027388126682908465,0.0516202931999829,0.024440740265846028,-0.3424832243450015,-0.19115739564812462,0.037668275336550705,-0.26094456554259093
commander,-0.4340334230884301,-0.22339188784886949,-0.23018677608240376,-0.03992990554344572,-0.35249476428601956,-0.14185322904645892,-0.40685387015429325,0.15032696499551224,0.0,-0.12601273446911027,-0.4136487583878275,-0.14864811727999316,0.29301961789973074,-0.3049305466512801,-0.20300722314826686,-0.25736632901654055,-0.17582767021412998,0.17071162969611486,-0.35249476428601956,0.14889509779019555,-0.12031157395648129,0.17750651792964917,0.1623554313775294,-0.34913724494115655,-0.1068512403691474,-0.41643891287782575,-0.04672479377697997,0.15712185322904648,0.299814506133265,0.06878830619310172,0.41810176953687245,-0.026089238845144302,0.1435320767619781,0.41532760610334657,-0.19621233491473267,0.41532760610334657,0.4425071590374835,-0.3185203231183485,0.15032696499551224,0.3813531649356755,-0.37967431722015643,0.20468607086378593,0.238660512031457,0.0008394238577595359,0.04160875325896485,0.08917297089370435,0.299814506133265,0.07558319442663586,-0.34569987605248537,0.21148095909732018,0.3541736120015387,0.10955763559430703,0.4017378296362782,0.4560969355045519,0.2658400649655939,-0.3592896525195538,-0.22799424265515197,-0.16069257471848275,-0.2165969996153353
construction worker,-0.40539494062984,-0.1933402168301498,-0.1796592669075891,0.01871450696954058,-0.4874806401652039,-0.16597831698502835,-0.5695663397005679,0.0802787816210635,0.0802787816210635,0.0,-0.302787816210635,-0.3369901910170366,0.18288590604026844,-0.3369901910170366,0.07343830665978324,-0.04969024264326283,0.0802787816210635,0.2170882808466701,-0.30962829117191526,0.007696241370493406,-0.29787079678425704,0.06659783169850286,-0.005764936503877993,-0.516132264182884,-0.19422142674507792,-0.5434149476077126,0.17604543107898818,0.2376097057305111,0.2649716055756324,0.29917398038203413,0.2634586209835508,-0.2433054299346003,0.19656685596282908,0.3538977800722767,-0.26174496644295303,0.3744192049561177,0.3744192049561177,-0.04969024264326283,0.16236448115642754,0.3470573051109964,-0.40539494062984,0.07343830665978324,0.03923593185338148,0.18288590604026844,-0.09757356737222506,0.12816210635002578,0.11448115642746515,0.1486835312338668,-0.06337119256582346,0.2581311306143521,0.38125967991739806,0.1486835312338668,0.3333763551884358,0.3949406298399587,0.3265358802271554,-0.5011615900877646,-0.09999318162447796,-0.37971884705874226,-0.3917139907072793
