Descriptor,Stereotype Score,p_value
little,3.455026455026459,0.0897698054024143
adult,2.3597883597883587,0.17423148606427916
young person,1.6296296296296298,0.322868223106024
college student,1.1746031746031742,0.08783420535629112
child,-0.5132275132275149,0.06470889140696454
middle aged person,-1.216931216931216,0.01321903117267867
adolescent,-1.2857142857142836,0.2251822775795272
old person,-3.084656084656089,0.2269448751550187
teenager,-4.722222222222221,0.2733697667295385
