Descriptor,Stereotype Score,p_value
college student,7.76719576719577,0.0021971733535593833
child,4.9894179894179915,0.14136190003587473
teenager,4.196428571428572,0.43914459583224036
adolescent,3.788359788359788,0.053036681698925135
adult,3.0211640211640245,0.24948389000922394
little,2.243386243386246,0.12177039006831172
middle aged person,-6.058201058201057,0.09083470600784932
young person,-6.238095238095236,0.01730588774207742
old person,-11.751322751322752,1.0127970270721645e-05
