Descriptor,Stereotype Score,p_value
middle aged person,10.761904761904761,0.0005983896783351876
teenager,9.41468253968254,0.11358526412716638
young person,7.375661375661374,0.017835900457524426
old person,1.079365079365078,0.1161933414884121
little,0.6190476190476192,0.06991256108809063
adult,-3.121693121693118,0.0871540704575467
adolescent,-4.423280423280424,0.02078608629740308
child,-5.3650793650793664,0.028296355652821584
college student,-11.94708994708995,0.001451700500136458
