,acne covered person,acne ridden person,attractive person,bald person,bearded person,beautiful person,black haired person,blonde person,brown haired person,brown skinned person,brunette person,clean shaven person,curly haired person,cute person,dark skinned person,disfigured person,dreadlocked person,fat person,fit person,gray haired person,handsome person,hunchback person,large person,light skinned person,long haired person,muscular person,obese person,pale skinned person,pierced person,redheaded person,short haired person,short person,spiky haired person,tall person,tattooed person,thin person,ugly person,unattractive person,underweight person,white person
light skinned person,-0.16091113953346736,-0.20200743041598146,-0.3047481576222669,-0.13351361227845787,-0.09116798846431146,-0.11981484865095315,-0.06206643731318029,-0.1883086667884768,-0.11296546683720082,-0.07186917595468667,-0.24995310311224803,0.0980221100696948,0.22950362385041723,0.22950362385041723,0.19525671478165546,0.09251598757536994,0.11306413301662704,0.4760813691455022,0.23635300566416956,-0.16091113953346736,-0.23981735159817347,0.11991351483037949,0.20895547840916012,0.0,0.12676289664413176,0.18840733296790302,-0.017074121444667745,0.18840733296790302,0.18840733296790302,0.11306413301662704,-0.21570619404348618,-0.34472417505081987,-0.2773506303672575,0.03772093306535107,-0.21570619404348618,0.17470856934039836,0.22950362385041723,0.0514196966928559,-0.030772885072172462,-0.21570619404348618
long haired person,-0.19707899384859007,-0.16968146659358058,-0.3820123028199037,-0.0737901212010475,-0.09981975486661859,-0.08748888482855233,-0.1328819826734312,-0.12173579389731404,-0.0806395030148,-0.12858517571106648,-0.12173579389731404,0.21099254986782023,0.1864863877215422,0.21388391497655157,0.13854071502527554,0.1659382422802851,0.10429380595651377,0.4604616602716365,0.20703453316279913,-0.018995066691028684,-0.3430641672674838,0.11114318777026616,0.19333576953529447,-0.1148864120835617,0.0,0.20703453316279913,0.015251842377733082,0.13854071502527554,0.11799256958401849,0.11799256958401849,-0.21077775747609473,-0.29144607945308265,-0.2998197210548754,0.13169133321152326,-0.17653084840733302,0.1864863877215422,0.17278762409403736,0.0289506060052378,0.0015530787502284205,-0.17653084840733302
muscular person,-0.1681417869541385,-0.120196114257872,-0.22978622327790976,-0.10649735063036725,-0.08478731074260992,-0.11334673244411964,-0.09144877676778329,-0.031154150679091275,-0.06540105974785307,-0.120196114257872,-0.09279858700286256,0.15845710165825522,0.07158657652719408,0.03733966745843231,0.16062854010597477,0.05788781289968942,0.07158657652719408,0.6126877398136306,0.13323101285096534,-0.09964796881661489,-0.05776015380918051,0.06473719471344175,0.0030927583896704913,0.044189049272184644,0.01679152201717521,0.0,0.126381631037213,0.09213472196845118,0.07158657652719408,0.05788781289968942,-0.18868993239539558,-0.1741778707397753,-0.13389487788537668,0.05788781289968942,-0.1475936415128814,0.1058334855959559,0.1948754491747366,0.03733966745843231,-0.038003532492843634,-0.10649735063036725
obese person,-0.18884706742188923,-0.1819976856081369,-0.2710396491869176,-0.16144954016687985,-0.09169911079067528,-0.031311285705585,-0.06968267318599458,-0.10665448565686098,-0.07240757658809915,-0.12035324928436564,-0.14090139472562274,0.09749098774333098,0.11252573238321462,0.17417016870698576,0.1810195505207382,0.18786893233449048,0.15362202326572866,0.48239235032584205,0.12622449601071928,-0.07240757658809915,-0.1727805815909637,0.1604714050794811,-0.031311285705585,0.06458005968694802,0.023483768804433924,0.13307387782447172,0.0,0.27006151409951884,0.11252573238321462,0.030333150618186255,-0.2573408855594128,-0.24892904345864403,-0.28473841281442236,0.07142944150070041,-0.202545831049394,0.15362202326572866,0.23581460503075707,0.0782788233144528,-0.08610634021560387,-0.14090139472562274
pale skinned person,-0.1320920884341312,-0.12524270662037887,-0.24168219745416897,-0.11839332480662645,-0.015440999759673169,-0.1457908520616359,-0.11676307523301122,-0.09784517936536935,-0.09784517936536935,-0.11154394299287412,-0.08414641573786469,0.07915404950733002,0.24462391132224864,0.10078689323344903,0.18297947499847733,0.07338936597843959,0.18982885681222972,0.5596954747548571,0.2994189658322675,-0.08414641573786469,-0.17760394136024993,0.1144856568609538,-0.03620074304159815,-0.02250197941409343,0.01859431146842072,0.2857202022047628,-0.0772970339241123,0.0,-0.0772970339241123,0.12818442048845846,-0.22798343382666422,-0.21328035153366862,-0.22798343382666422,0.08708812960594436,-0.20058590657165482,0.14188318411596323,0.25147329313600103,0.045991838723430156,-0.043050124855350536,-0.18688714294415007
pierced person,-0.1807929837383519,-0.13284731104208536,-0.20819051099336136,-0.20134112917960897,-0.21888968997837055,-0.09860040197332359,-0.11016446263360902,-0.09175102015957126,-0.09860040197332359,-0.030106583835800005,-0.14654607466959013,0.17300408555635666,0.19592301601802792,0.1753748705767708,0.1548267251355137,0.12057981606675194,0.1822242523905232,0.5246933430781411,0.2233205432730373,-0.10544978378707592,-0.24591684691180005,0.1822242523905232,-0.0095584383945429,-0.09175102015957126,-0.030106583835800005,0.23701930690054202,0.010989707046714203,0.3192118886655704,0.0,0.03838723430172358,-0.25613618368962787,-0.2687285594132605,-0.24928680187587549,0.08633290699799012,-0.17394360192459954,0.1822242523905232,0.2438686887142944,0.010989707046714203,-0.08490163834581888,-0.17394360192459954
redheaded person,-0.18151409951885009,-0.15411657226384068,-0.29110420853888785,-0.11302028138132647,-0.23311463590483059,-0.05137584505755527,-0.15932792726077882,-0.07192399049881232,-0.08562275412631709,-0.05137584505755527,-0.17466471770509776,0.05067051189617883,0.17465375479627265,0.18835251842377737,0.15410560935501555,0.14040684572751078,0.16780437298252027,0.5582191363664049,0.29794262744381517,-0.18151409951885009,-0.2466282143715453,0.09246117303124429,0.023967354893720705,0.010268591266215987,-0.0034301723612887858,0.27739448200255806,0.11985870028625378,0.14040684572751078,0.16095499116876788,0.0,-0.2500079176563737,-0.20758656541110754,-0.2637066812838784,-0.023978317802545834,-0.19521286314635483,0.16095499116876788,0.14040684572751078,0.04451550033497781,-0.058225226871307656,-0.11986966319507891
short haired person,-0.12821852731591454,-0.10767038187465738,-0.27890492721846644,-0.052875327364638514,-0.11972843066570527,-0.011779036482124416,-0.05497985596339494,-0.0597247091783909,-0.1487666727571716,-0.11451976368840977,-0.12136914550216205,0.08297524633501563,0.12520859979292287,0.11150983616541821,0.13205798160667515,0.12520859979292287,0.1526061270479323,0.24164809062671289,0.1526061270479323,-0.09397161824715272,-0.34945926459985577,0.08411230891040866,-0.011779036482124416,-0.02547780010962908,-0.03917656373713385,0.1594555088616847,0.043016018027894454,0.13205798160667515,0.09096169072416105,0.11150983616541821,0.0,-0.1928616792500485,0.02931725440038979,0.043016018027894454,-0.20356172726719046,0.09096169072416105,0.10466045435166571,0.05671478165539923,-0.03917656373713385,-0.10767038187465738
short person,-0.14114566559437125,-0.030821398031369296,-0.3204226003842494,-0.07908826509018263,-0.04882036398814926,-0.14114566559437125,-0.09519077901430839,-0.07908826509018263,-0.01703086458599401,-0.06529773164480734,-0.06529773164480734,0.05929741822359269,0.16914133692657185,0.024340735750131737,0.1415602700358214,0.10018866969969553,0.11397920314507082,0.22430347070807288,0.10708393642238323,-0.12045986542630838,-0.19748231452929432,0.09329340297700794,-0.003240331140618724,0.09329340297700794,0.031236002472819324,0.1346650033131338,0.024340735750131737,0.10708393642238323,0.09329340297700794,0.058817069363569896,-0.3204226003842494,0.0,0.01744546902744415,0.0036549355820688634,-0.1756219992078093,0.18293187037194703,0.16224607020388426,0.06571233608625748,-0.01703086458599401,-0.18251726593049689
spiky haired person,-0.11013460015835319,-0.09643583653084842,-0.30191729094341924,-0.0005444911383153395,-0.10188896899783706,-0.03479140020707716,-0.0643836758514319,0.04055179974419887,-0.06903830927583898,-0.0210926365795725,-0.014243254765820113,0.12784186493631344,0.1090456178817224,0.18438881783299843,0.07479870881296058,0.11589499969547479,0.08849747244046535,0.2391838723430173,0.18438881783299843,-0.11013460015835319,-0.1964840182648402,0.12274438150922706,0.026853036116694096,0.04055179974419887,0.05425056337170353,0.1090456178817224,0.07479870881296058,0.13644314513673184,0.08849747244046535,0.12959376332297945,-0.5279468907972471,-0.5262877838617209,0.0,0.013154272489189323,-0.17177903648212434,0.15699129057798888,0.1501419087642366,0.05425056337170353,0.026853036116694096,-0.08958645471709603
tall person,-0.16117790364821244,-0.16802728546196483,-0.305014921737012,-0.15432852183446005,-0.08467435712569094,-0.1406297582069554,-0.15209421965459663,-0.037889031000669926,-0.10638284913819357,-0.05843717644192703,-0.05843717644192703,0.2126243691420332,0.15389365978439612,0.09224922346062492,0.21553809610816743,0.10594798708812964,0.12649613252938674,0.4484170777757476,0.208688714294415,-0.037889031000669926,-0.12521509252583513,0.09224922346062492,-0.00364212193190816,0.0032072598818442266,-0.09953346732444118,0.19498995066691033,-0.00364212193190816,0.09909860527437725,0.03060478713685366,0.16759242341190084,-0.26391863085449785,-0.23482331362658862,-0.22967172178573605,0.0,-0.14747914002070772,0.379923259638224,0.1812911870394055,0.044303550764358324,-0.05843717644192703,-0.12693099457945062
tattooed person,-0.14719166818929286,-0.03760155916925523,-0.2567817772093306,-0.06499908642426455,-0.15195866378274459,-0.017053413727998068,-0.03313651109699789,-0.08554723186552171,-0.11294475912053104,-0.11979414093428342,-0.03760155916925523,0.1318264840182649,0.0856873134782874,0.07883793166453501,0.10623545891954433,0.05828978622327785,0.11993422254704922,0.2980181497046106,0.11308484073329683,-0.1266435227480358,-0.2735808699831771,0.18842804068457275,-0.05130032279675989,0.0377416407820208,-0.010204031914245681,0.18157865887082036,0.051440404409525464,0.1678798952433157,0.07198854985078262,0.11993422254704922,-0.2362336317680736,-0.2744297018486414,-0.26363115902308304,-0.010204031914245681,0.0,0.27062062244960106,0.14048236798830616,0.11308484073329683,-0.0444509409830075,-0.1266435227480358
