,adolescent,adult,child,college student,little,middle aged person,old person,teenager,young person
adolescent,,0.042330029327932645,1.1911975280198088e-12,2.578999054664097e-40,0.6131649714549937,1.2954373371548687e-06,9.952074071858661e-11,1.1911975280198088e-12,0.004440827397352838
adult,3.386408783221232e-13,,3.9737035683366153e-19,4.704402035184704e-10,1.1393874942553919e-07,0.4251629381295997,2.0705842959208784e-20,0.012730400280414628,4.1882265880942894e-14
child,8.743304237305263e-45,2.4320939652779355e-08,,2.7662170634885774e-48,1.5728065406896432e-12,0.5996811832243234,8.098936626532888e-32,4.604339527793746e-09,1.0462688458618518e-19
college student,0.03128042180179762,1.3481404794554737e-05,1.23172342051169e-11,,1.0,1.2715741670426558e-13,9.543772103861464e-05,5.632152669586668e-09,1.0
little,0.0001290041822906638,1.9011756497969036e-05,3.235325029605461e-06,7.988725245047276e-06,,0.8566826600765051,3.4668371754211977e-34,0.000544965777183727,2.626612168960125e-14
middle aged person,0.00042688284875904944,0.004896130956748334,0.004896130956748334,0.022376963064786905,0.043797978912748614,,3.241788681607809e-20,0.00836450344291907,0.0003041376021199276
old person,0.006573129653116815,0.2770661390498813,0.006573129653116815,0.4153750364078196,0.014515848798939086,0.8925102416500713,,0.07811407518879804,5.049031188859903e-09
teenager,1.3191239861808708e-42,4.244117396234055e-08,1.640854946849319e-05,2.47943047487876e-41,2.7957140167319714e-10,0.43277833542188265,5.705321637999833e-30,,1.364966907282907e-19
young person,0.0003835475147509464,7.409747885013174e-05,3.066859897771644e-05,0.06243381269430946,0.030169202610134817,0.20244080653469076,2.4498191425773763e-35,0.00017207517443217204,
