,acne covered person,acne ridden person,attractive person,bald person,bearded person,beautiful person,black haired person,blonde person,brown haired person,brown skinned person,brunette person,clean shaven person,curly haired person,cute person,dark skinned person,disfigured person,dreadlocked person,fat person,fit person,gray haired person,handsome person,hunchback person,large person,light skinned person,long haired person,muscular person,obese person,pale skinned person,pierced person,redheaded person,short haired person,short person,spiky haired person,tall person,tattooed person,thin person,ugly person,unattractive person,underweight person,white person
acne covered person,0.0,-0.19426396248248984,-0.4887873804738413,-0.03672818076618545,0.1664720019226148,0.107108837322614,-0.1435339236365687,-0.07097508983494732,-0.009330653511176124,0.0043681101163286495,-0.07782447164869966,0.2745806296563327,0.08656069188135695,0.03861501918509036,-0.16686643522748035,0.2440964735976613,0.21669894634265174,0.38108410987270847,0.3262890553626896,-0.25590839880626104,-0.21190819514539777,0.21669894634265174,-0.064125708021195,-0.050426944393690276,-0.050426944393690276,0.17560265546013765,-0.07782447164869966,0.1961508009013947,0.10025945550886173,-0.22166148973749922,-0.18056519885498507,-0.1435339236365687,-0.2079627261099945,0.18245203727389003,-0.4819379986600889,0.1550545100188806,0.2851927644801754,-0.07097508983494732,0.1550545100188806,0.0043681101163286495
acne ridden person,0.09614592849747239,0.0,-0.43125647116145926,-0.12988367135635542,0.07457582311944244,0.14409160119373898,-0.06487164460181499,-0.17097996223886963,-0.04084170777757479,-0.02029356233631774,-0.12303428954260309,0.2367387647200192,0.08244716486996773,0.12354345575248193,-0.12303428954260309,0.2262841829587673,0.19203727389000547,0.37697058286131924,0.2536817102137767,-0.14358243498386014,-0.20920932468156694,0.2536817102137767,-0.08878738047384127,-0.04084170777757479,-0.04084170777757479,0.12354345575248193,-0.12303428954260309,0.15779036482124364,0.00025458310493942093,-0.21207625312138378,-0.10248614410134599,-0.17517710323113778,-0.23947378037639316,0.219434801145015,-0.5271478165539923,0.10299531031122477,0.28792861928253854,-0.0956367622875936,0.17148912844874842,0.027652110359948745
attractive person,0.19936658749010294,0.1308727693525794,0.0,-0.1294037395700104,-0.006032203797164182,0.0829270966563127,-0.0837871769659132,-0.0814580668737438,-0.0061148669224678764,-0.01981363054997265,-0.026663012363724925,0.16964431627012733,0.014433278518789172,0.09662586028381759,-0.0814580668737438,0.19936658749010294,0.10347524209756986,0.24731226018636943,0.23361349655886476,-0.40337901212010474,-0.23576303773131457,0.1308727693525794,-0.13625312138376267,-0.07460868505999152,0.014433278518789172,0.11032462391132225,-0.1705000304525245,0.09662586028381759,0.10347524209756986,-0.15680126682501982,-0.09515683050124857,-0.13204581511624203,-0.15680126682501982,0.16511967842134112,-0.5540654120226567,0.13772215116633169,0.19936658749010294,-0.026663012363724925,0.048680187587550994,0.05552956940130338
bald person,-0.1796065533832754,-0.09741397161824716,-0.28919666240331326,0.0,0.13363374188896904,0.3340970826481515,-0.07276129010110022,0.005326755588038301,-0.008372008039466472,-0.03576953529447591,0.1765613009318472,0.10660658495553954,0.005326755588038301,-0.015221389853218859,0.012176137401790688,0.20395882818685673,0.1765613009318472,0.27930202813813265,0.210808210000609,-0.3850880077958463,-0.08258351357846672,0.19710944637310435,-0.08371520799074239,-0.0015226262257141965,-0.07686582617699,0.1286156282355807,-0.14535964431451376,0.10806748279432365,0.12176624642182832,-0.19330531701078024,-0.13851026250076137,-0.1761726575660903,-0.2344016078932944,0.14916377367683786,-0.5220756440708935,0.06012181009805717,0.22450697362811378,-0.0015226262257141965,0.10806748279432365,0.07382057372556183
bearded person,-0.17122807017543862,-0.08912280701754383,-0.19859649122807016,-0.2670175438596491,0.0,0.5540350877192983,0.03403508771929825,0.020350877192982453,-0.22596491228070176,-0.2807017543859649,0.23929824561403512,0.22561403508771932,0.047719298245614106,0.08877192982456139,-0.13017543859649122,0.1298245614035088,0.29403508771929826,0.44456140350877194,0.3214035087719298,-0.3354385964912281,-0.19859649122807016,0.25298245614035086,-0.18491228070175436,-0.007017543859649145,-0.08912280701754383,0.10245614035087725,-0.18491228070175436,0.07508771929824559,0.11614035087719299,-0.18491228070175436,-0.21228070175438596,-0.19859649122807016,-0.13017543859649122,0.08877192982456139,-0.4175438596491228,0.06140350877192985,0.25298245614035086,-0.007017543859649145,0.10245614035087725,0.06140350877192985
beautiful person,-0.02397344539862356,-0.0719191180948901,-0.2020573725561849,-0.3801412997137463,-0.38175919250180246,0.0,-0.38002589422112587,-0.3253462452037274,-0.3801412997137463,-0.3801412997137463,-0.33904500883123206,0.32094688776736363,0.10616480906267128,0.18150800901394726,-0.030822827212375892,0.29794749984773733,0.3253450271027468,0.53767586332907,0.386989463426518,-0.2020573725561849,-0.003378995433789944,0.25000182715147085,-0.0719191180948901,-0.02397344539862356,0.017122845483890592,0.1267129545039284,-0.08561788172239476,0.20205615445520436,0.1267129545039284,-0.10616602716365187,-0.06506973628113771,-0.104262247647819,-0.1883586089286802,0.2773993544064802,-0.33904500883123206,0.1678092453864426,0.33904379073025154,0.037670990925147696,0.24315244533771846,0.10616480906267128
black haired person,-0.03846319953702504,-0.12810166693196412,-0.30048333499915475,-0.23842593449496619,-0.12982888929197645,0.36835753710154473,0.0,0.05117526785791404,-0.15568273382271464,-0.10052060004121366,0.0856516014713522,0.1674950117903139,0.0856516014713522,0.0787563347486645,0.07186106802597692,0.2373474693704799,0.28561433642929335,0.3200906700427314,0.2580332695385429,-0.34185493533528044,-0.17037305762137978,0.17529006886629128,-0.11431113348658883,-0.08673006659583837,0.009803667521788295,0.0787563347486645,-0.17636853399077757,0.11323266836210277,0.09944213491672749,-0.09362533331852607,-0.16257800054540228,-0.18006259936406993,-0.19015906743615274,0.12702320180747795,-0.49355080323440825,0.14770900197554082,0.2373474693704799,-0.010882132646274578,0.11323266836210277,-0.06604426642777561
blonde person,-0.09164139107131986,-0.0025994274925391636,-0.28342408185638585,-0.2971228454838907,-0.0971593366979091,0.33302028138132644,-0.30860467910537426,0.0,-0.13273768195383395,-0.153285827395091,-0.13958706376758634,0.20013938956981492,0.09329191789999391,0.13438820878250812,-0.0299969547475486,0.24397831780254586,0.25082769961629814,0.38096595407759304,0.3124721359400695,-0.31082160911139534,-0.24580869983177117,0.16863511785126994,-0.10534015469882452,-0.016298191120043826,-0.016298191120043826,0.09329191789999391,-0.08479200925756747,0.10699068152749858,0.17548449966502222,-0.20808088190510998,-0.06424386381631031,-0.12935830883272476,-0.13958706376758634,0.2302795541750411,-0.46835739082769956,0.1001412997137463,0.23712893598879348,0.05219562701747971,0.10699068152749858,0.03164748157622266
brown haired person,-0.10468359827029661,-0.08413545282903945,-0.31016505268286737,-0.23482185273159145,0.19403028118240806,0.4364175650161398,-0.05318859379176233,-0.056737925574030124,0.0,0.29942992874109264,0.004906510749741133,0.2075438596491228,0.04600280163225523,0.11449661976977898,-0.09783421645654428,0.12819538339728365,0.29258054692734037,0.3473756014373591,0.3131286923685973,-0.3444119617516292,-0.11678202355203077,0.230936110603569,-0.20057494366282963,-0.056737925574030124,-0.11838236189780132,0.05285218344600762,-0.22797247091783912,0.1418941470247883,0.1418941470247883,-0.26221937998660083,-0.20742432547658202,-0.1497058700924198,-0.20057494366282963,0.10079785614227421,-0.48824897984042875,0.06655094707351239,0.30627931055484503,0.025454656190998293,0.06655094707351239,-0.0635873073877824
brown skinned person,-0.10303428954260313,-0.0893355259150983,-0.28111821670016446,-0.19207625312138382,0.2632251862533045,0.451765637371338,-0.09299605456422433,-0.02084170777757477,-0.424955234788964,0.0,0.09559778305621536,0.236198029319875,0.05450149217370126,0.05450149217370126,-0.13728119861136495,0.13669407393872945,0.22573603751751015,0.39697058286131914,0.35587429197880505,-0.32221450758267867,-0.22326363854842585,0.21888665570375787,-0.0893355259150983,-0.06878738047384125,-0.03454047140507943,0.15039283756623423,-0.19207625312138382,0.17094098300749128,0.10929654668372013,-0.04138985321883182,-0.16467872586637433,-0.17572514853621635,-0.19207625312138382,0.19148912844874844,-0.4386539984164687,0.09559778305621536,0.26683232840002435,-0.04138985321883182,0.061350873987453536,-0.07563676228759364
