Descriptor,Perception Score,p_value
middle aged person,21.166666666666668,6.4842926454863635e-105
college student,22.5,4.545667135910451e-95
adolescent,33.33333333333333,7.013532709095659e-35
teenager,44.083333333333336,1.5501896933364135e-05
adult,47.0,0.02967751696674887
child,52.5,0.07080539164931532
young person,70.75,1.1370015105087686e-53
little,75.16666666666667,3.2613779466878026e-79
old person,83.5,2.7066795071772855e-144
